species,decimalLongitude,decimalLatitude
Gloydius ussuriensis,126.342222,33.452444
Gloydius ussuriensis,127.735694,36.220278
Gloydius ussuriensis,127.839778,36.2075
Gloydius ussuriensis,126.548036,33.459428
Gloydius ussuriensis,127.708611,36.167306
Gloydius ussuriensis,127.648306,36.074306
Gloydius ussuriensis,127.866306,36.118528
Gloydius ussuriensis,127.771556,36.033833
Gloydius ussuriensis,126.7269,33.530361
Gloydius ussuriensis,128.297306,36.162278
Gloydius ussuriensis,127.872111,36.054694
Gloydius ussuriensis,126.319583,33.248833
Gloydius ussuriensis,128.282472,36.245667
Gloydius ussuriensis,127.859222,36.167556
Gloydius ussuriensis,127.668944,36.211389
Gloydius ussuriensis,127.706722,36.195889
Gloydius ussuriensis,127.825278,36.2495
Gloydius ussuriensis,127.829389,36.054056
Gloydius ussuriensis,127.834833,36.012833
Gloydius ussuriensis,127.810333,36.147278
Gloydius ussuriensis,126.269306,33.336056
Gloydius ussuriensis,127.121308,34.55465
Gloydius ussuriensis,126.23875,33.335917
Gloydius ussuriensis,127.66525,36.08225
Gloydius ussuriensis,127.724917,36.016306
Gloydius ussuriensis,127.857833,36.211167
Gloydius ussuriensis,127.777361,36.123194
Gloydius ussuriensis,127.650333,36.150278
Gloydius ussuriensis,127.6745,36.189111
Gloydius ussuriensis,126.310972,33.413778
Gloydius ussuriensis,129.060103,36.242261
Gloydius ussuriensis,129.02095,36.204075
Gloydius ussuriensis,126.850317,34.495353
Gloydius ussuriensis,127.150908,34.452222
Gloydius ussuriensis,128.236167,36.19475
Gloydius ussuriensis,128.819444,36.113889
Gloydius ussuriensis,126.409444,33.311889
Gloydius ussuriensis,129.386167,36.173667
Gloydius ussuriensis,127.942306,36.17775
Gloydius ussuriensis,127.914244,36.021256
Gloydius ussuriensis,127.944436,36.003606
Gloydius ussuriensis,126.802967,34.421022
Gloydius ussuriensis,126.658772,33.324181
Gloydius ussuriensis,126.740075,33.485794
Gloydius ussuriensis,128.016944,36.046833
Gloydius ussuriensis,127.881,36.092944
Gloydius ussuriensis,126.82345,34.491444
Gloydius ussuriensis,128.151111,36.206583
Gloydius ussuriensis,127.985306,36.159694
Gloydius ussuriensis,128.761111,36.079167
Gloydius ussuriensis,128.905556,36.113889
Gloydius ussuriensis,126.404472,33.395722
Gloydius ussuriensis,128.863889,36.029167
Gloydius ussuriensis,127.218164,34.481342
Gloydius ussuriensis,129.168839,36.095389
Gloydius ussuriensis,129.109381,36.098958
Gloydius ussuriensis,126.829444,35.893056
Gloydius ussuriensis,126.431167,33.403556
Gloydius ussuriensis,126.43125,33.2795
Gloydius ussuriensis,129.344667,36.159917
Gloydius ussuriensis,128.058111,36.17
Gloydius ussuriensis,128.103861,36.117694
Gloydius ussuriensis,126.928794,34.469233
Gloydius ussuriensis,126.384056,33.471778
Gloydius ussuriensis,128.8,36.069444
Gloydius ussuriensis,128.85,36.052778
Gloydius ussuriensis,126.900272,34.489403
Gloydius ussuriensis,126.382278,33.32875
Gloydius ussuriensis,129.202161,36.151433
Gloydius ussuriensis,128.202389,36.172806
Gloydius ussuriensis,129.203767,36.027008
Gloydius ussuriensis,128.879167,36.036111
Gloydius ussuriensis,126.463639,33.439028
Gloydius ussuriensis,128.024222,36.0315
Gloydius ussuriensis,126.778239,34.418861
Gloydius ussuriensis,126.794006,34.407903
Gloydius ussuriensis,129.314444,36.086639
Gloydius ussuriensis,128.269556,36.034667
Gloydius ussuriensis,128.8375,36.075
Gloydius ussuriensis,128.185917,36.199972
Gloydius ussuriensis,126.42875,33.408194
Gloydius ussuriensis,126.600842,33.465169
Gloydius ussuriensis,128.825,36.191667
Gloydius ussuriensis,128.936111,36.158333
Gloydius ussuriensis,128.938889,36.0875
Gloydius ussuriensis,127.254936,34.229894
Gloydius ussuriensis,128.763889,36.172222
Gloydius ussuriensis,128.893056,36.186111
Gloydius ussuriensis,128.997222,36.155556
Gloydius ussuriensis,127.237406,34.232478
Gloydius ussuriensis,126.989275,34.314431
Gloydius ussuriensis,128.104522,36.151133
Gloydius ussuriensis,128.845833,36.234722
Gloydius ussuriensis,128.761111,36.215278
Gloydius ussuriensis,128.755556,36.230556
Gloydius ussuriensis,126.885833,33.482222
Gloydius ussuriensis,128.955556,36.144444
Gloydius ussuriensis,126.845172,34.336603
Gloydius ussuriensis,128.840278,36.154167
Gloydius ussuriensis,128.941667,36.233333
Gloydius ussuriensis,128.976389,36.198611
Gloydius ussuriensis,126.756442,34.300708
Gloydius ussuriensis,128.204194,36.008278
Gloydius ussuriensis,128.963889,36.063889
Gloydius ussuriensis,128.844444,36.191667
Gloydius ussuriensis,128.890278,36.226389
Gloydius ussuriensis,128.997222,36.1375
Gloydius ussuriensis,128.478844,36.1999
Gloydius ussuriensis,128.894444,36.104167
Gloydius ussuriensis,128.779167,36.102778
Gloydius ussuriensis,127.233603,34.222928
Gloydius ussuriensis,128.945833,36.191667
Gloydius ussuriensis,128.908333,36.147222
Gloydius ussuriensis,128.877778,36.163889
Gloydius ussuriensis,128.816667,36.225
Gloydius ussuriensis,126.990508,34.328897
Gloydius ussuriensis,128.652889,36.223956
Gloydius ussuriensis,128.975,36.218056
Gloydius ussuriensis,127.263222,35.890441
Gloydius ussuriensis,128.045381,36.023808
Gloydius ussuriensis,126.770556,33.398333
Gloydius ussuriensis,126.843611,33.406389
Gloydius ussuriensis,127.221867,35.764669
Gloydius ussuriensis,126.8575,33.392778
Gloydius ussuriensis,126.815556,33.315
Gloydius ussuriensis,127.310786,37.100547
Gloydius ussuriensis,126.851389,33.469722
Gloydius ussuriensis,127.967483,36.218067
Gloydius ussuriensis,127.342733,37.053286
Gloydius ussuriensis,128.881083,37.317472
Gloydius ussuriensis,126.756111,33.548611
Gloydius ussuriensis,126.760833,33.319722
Gloydius ussuriensis,126.542414,33.281261
Gloydius ussuriensis,126.757222,33.5225
Gloydius ussuriensis,128.915669,37.479261
Gloydius ussuriensis,126.827778,33.475
Gloydius ussuriensis,129.143225,37.364136
Gloydius ussuriensis,127.261162,35.811967
Gloydius ussuriensis,128.818322,37.412378
Gloydius ussuriensis,126.741389,35.929722
Gloydius ussuriensis,126.74,35.915
Gloydius ussuriensis,128.463792,36.064494
Gloydius ussuriensis,127.617792,37.061489
Gloydius ussuriensis,126.645106,33.394986
Gloydius ussuriensis,126.703611,35.934167
Gloydius ussuriensis,126.647347,33.4078
Gloydius ussuriensis,128.611758,36.046278
Gloydius ussuriensis,126.632222,35.928889
Gloydius ussuriensis,126.773333,33.398056
Gloydius ussuriensis,129.088578,37.439506
Gloydius ussuriensis,126.701256,33.542256
Gloydius ussuriensis,126.700944,33.429931
Gloydius ussuriensis,126.629444,35.936111
Gloydius ussuriensis,126.853889,33.391667
Gloydius ussuriensis,126.582499,36.706619
Gloydius ussuriensis,126.529167,33.361667
Gloydius ussuriensis,127.664892,37.059319
Gloydius ussuriensis,127.701078,37.016394
Gloydius ussuriensis,126.5014,33.272231
Gloydius ussuriensis,126.798333,35.974722
Gloydius ussuriensis,126.480667,33.415778
Gloydius ussuriensis,127.572003,37.024878
Gloydius ussuriensis,127.634792,37.030036
Gloydius ussuriensis,126.731111,35.863611
Gloydius ussuriensis,126.813611,35.968056
Gloydius ussuriensis,126.715,35.763611
Gloydius ussuriensis,129.093172,37.369661
Gloydius ussuriensis,126.769167,35.938611
Gloydius ussuriensis,126.900833,33.436944
Gloydius ussuriensis,126.712567,33.519144
Gloydius ussuriensis,126.8825,33.479722
Gloydius ussuriensis,126.492972,33.474361
Gloydius ussuriensis,127.684594,37.049125
Gloydius ussuriensis,127.439739,37.046906
Gloydius ussuriensis,128.752256,37.467486
Gloydius ussuriensis,128.777028,37.375894
Gloydius ussuriensis,126.811667,35.953333
Gloydius ussuriensis,126.128197,36.720036
Gloydius ussuriensis,126.76,33.519722
Gloydius ussuriensis,128.712353,37.376467
Gloydius ussuriensis,127.268172,37.058419
Gloydius ussuriensis,126.777778,33.330833
Gloydius ussuriensis,128.5196,37.42695
Gloydius ussuriensis,128.635711,37.441914
Gloydius ussuriensis,127.135847,37.228814
Gloydius ussuriensis,126.802222,35.786111
Gloydius ussuriensis,126.802222,33.5325
Gloydius ussuriensis,126.818889,33.435833
Gloydius ussuriensis,128.561422,37.289033
Gloydius ussuriensis,128.534053,37.271528
Gloydius ussuriensis,126.858333,33.468056
Gloydius ussuriensis,126.7725,33.371111
Gloydius ussuriensis,128.740753,37.293672
Gloydius ussuriensis,126.8,35.826111
Gloydius ussuriensis,126.858056,33.508611
Gloydius ussuriensis,126.77,33.463889
Gloydius ussuriensis,128.638669,36.243392
Gloydius ussuriensis,128.659567,36.046969
Gloydius ussuriensis,126.804722,33.533056
Gloydius ussuriensis,126.810278,33.315556
Gloydius ussuriensis,126.760833,33.321389
Gloydius ussuriensis,127.461606,37.240253
Gloydius ussuriensis,128.555206,36.02645
Gloydius ussuriensis,126.757778,33.548611
Gloydius ussuriensis,126.822222,33.508889
Gloydius ussuriensis,126.772639,33.504722
Gloydius ussuriensis,128.64975,36.161628
Gloydius ussuriensis,128.522061,36.000967
Gloydius ussuriensis,128.591283,36.018842
Gloydius ussuriensis,128.514306,36.005619
Gloydius ussuriensis,128.538981,36.101894
Gloydius ussuriensis,128.619703,37.422203
Gloydius ussuriensis,126.57177,36.706412
Gloydius ussuriensis,126.198492,36.843465
Gloydius ussuriensis,127.340684,36.210797
Gloydius ussuriensis,128.590714,37.327772
Gloydius ussuriensis,126.854167,35.766944
Gloydius ussuriensis,128.716758,37.373986
Gloydius ussuriensis,127.668478,37.168533
Gloydius ussuriensis,126.6275,35.79
Gloydius ussuriensis,126.703056,35.755556
Gloydius ussuriensis,126.631744,33.44495
Gloydius ussuriensis,126.450972,33.373083
Gloydius ussuriensis,127.412986,37.137608
Gloydius ussuriensis,128.594225,37.372494
Gloydius ussuriensis,126.39527,36.631345
Gloydius ussuriensis,126.710172,33.359561
Gloydius ussuriensis,127.517581,37.047869
Gloydius ussuriensis,126.596972,33.316083
Gloydius ussuriensis,126.638744,33.428481
Gloydius ussuriensis,128.518286,36.219925
Gloydius ussuriensis,126.610419,33.334761
Gloydius ussuriensis,128.695669,36.130389
Gloydius ussuriensis,128.600958,36.210783
Gloydius ussuriensis,128.861667,37.327442
Gloydius ussuriensis,126.621289,33.337208
Gloydius ussuriensis,128.627867,36.030764
Gloydius ussuriensis,128.769203,37.268525
Gloydius ussuriensis,128.798525,37.280669
Gloydius ussuriensis,126.705878,33.275492
Gloydius ussuriensis,128.719019,36.040225
Gloydius ussuriensis,128.634616,36.476114
Gloydius ussuriensis,128.735556,36.472361
Gloydius ussuriensis,128.731944,36.266872
Gloydius ussuriensis,128.636811,36.285358
Gloydius ussuriensis,128.637967,36.307733
Gloydius ussuriensis,128.187778,37.259944
Gloydius ussuriensis,128.14961,37.351742
Gloydius ussuriensis,128.116028,37.345944
Gloydius ussuriensis,128.233194,37.314361
Gloydius ussuriensis,128.156444,37.358278
Gloydius ussuriensis,128.179139,37.322944
Gloydius ussuriensis,128.136871,37.263526
Gloydius ussuriensis,127.657852,34.571331
Gloydius ussuriensis,128.759444,37.590556
Gloydius ussuriensis,128.749153,37.519448
Gloydius ussuriensis,128.841944,37.535
Gloydius ussuriensis,128.538694,37.619972
Gloydius ussuriensis,128.811667,37.529167
Gloydius ussuriensis,128.593556,37.533694
Gloydius ussuriensis,128.780833,37.610278
Gloydius ussuriensis,128.822222,37.599167
Gloydius ussuriensis,128.698528,37.563917
Gloydius ussuriensis,128.547472,37.532611
Gloydius ussuriensis,127.250691,35.976479
Gloydius ussuriensis,128.532778,37.653056
Gloydius ussuriensis,127.292267,34.930925
Gloydius ussuriensis,129.192806,36.487556
Gloydius ussuriensis,128.504681,37.686351
Gloydius ussuriensis,128.554893,37.675744
Gloydius ussuriensis,129.0125,36.255556
Gloydius ussuriensis,129.389194,36.408278
Gloydius ussuriensis,128.551667,37.659167
Gloydius ussuriensis,128.368262,37.438729
Gloydius ussuriensis,127.785697,37.451322
Gloydius ussuriensis,127.76205,34.613811
Gloydius ussuriensis,128.6175,37.6525
Gloydius ussuriensis,128.794555,36.452339
Gloydius ussuriensis,128.596667,37.677361
Gloydius ussuriensis,128.058858,37.432342
Gloydius ussuriensis,127.207314,37.305908
Gloydius ussuriensis,128.537778,37.718889
Gloydius ussuriensis,127.271592,34.921406
Gloydius ussuriensis,127.564489,34.691658
Gloydius ussuriensis,129.108333,36.341667
Gloydius ussuriensis,127.176733,37.473122
Gloydius ussuriensis,128.558056,37.727639
Gloydius ussuriensis,128.563929,37.696935
Gloydius ussuriensis,128.518179,37.638177
Gloydius ussuriensis,129.075,36.445833
Gloydius ussuriensis,128.605833,37.634167
Gloydius ussuriensis,128.051972,34.814111
Gloydius ussuriensis,126.583743,36.740157
Gloydius ussuriensis,127.246055,36.088505
Gloydius ussuriensis,128.769444,36.4625
Gloydius ussuriensis,127.887064,34.907817
Gloydius ussuriensis,128.183333,34.706944
Gloydius ussuriensis,129.095833,36.316667
Gloydius ussuriensis,128.945833,36.454167
Gloydius ussuriensis,127.6847,37.407911
Gloydius ussuriensis,128.813889,36.479167
Gloydius ussuriensis,128.809722,36.379167
Gloydius ussuriensis,126.739044,36.174175
Gloydius ussuriensis,129.095833,36.451389
Gloydius ussuriensis,126.755383,36.228458
Gloydius ussuriensis,126.796975,36.235722
Gloydius ussuriensis,127.057967,37.387153
Gloydius ussuriensis,128.857993,36.492077
Gloydius ussuriensis,127.739422,37.428167
Gloydius ussuriensis,128.3041,37.464939
Gloydius ussuriensis,128.270767,37.428612
Gloydius ussuriensis,127.600331,34.823472
Gloydius ussuriensis,128.7625,36.452778
Gloydius ussuriensis,126.690231,36.227172
Gloydius ussuriensis,128.765278,36.330556
Gloydius ussuriensis,127.946817,34.806039
Gloydius ussuriensis,128.984722,36.4375
Gloydius ussuriensis,128.820833,36.270833
Gloydius ussuriensis,127.836231,34.85915
Gloydius ussuriensis,129.005556,36.480556
Gloydius ussuriensis,128.766667,36.383333
Gloydius ussuriensis,128.937907,36.471578
Gloydius ussuriensis,128.991667,36.477778
Gloydius ussuriensis,128.93059,36.403186
Gloydius ussuriensis,129.120833,36.480556
Gloydius ussuriensis,128.870833,36.391667
Gloydius ussuriensis,129.019444,36.352778
Gloydius ussuriensis,128.481543,38.178334
Gloydius ussuriensis,126.636057,34.448255
Gloydius ussuriensis,126.65899,34.753315
Gloydius ussuriensis,126.197248,36.839
Gloydius ussuriensis,126.199093,36.845972
Gloydius ussuriensis,126.635542,34.451723
Gloydius ussuriensis,128.596667,37.679167
Gloydius ussuriensis,127.612294,34.661264
Gloydius ussuriensis,128.908333,36.330556
Gloydius ussuriensis,128.962405,37.654397
Gloydius ussuriensis,128.539722,37.719167
Gloydius ussuriensis,128.533056,37.651944
Gloydius ussuriensis,128.680833,37.724722
Gloydius ussuriensis,128.908333,36.305556
Gloydius ussuriensis,128.682069,37.672703
Gloydius ussuriensis,128.881944,36.288889
Gloydius ussuriensis,127.129292,37.312542
Gloydius ussuriensis,127.251019,37.31485
Gloydius ussuriensis,128.558176,37.726671
Gloydius ussuriensis,128.728056,37.675694
Gloydius ussuriensis,128.6332,37.642898
Gloydius ussuriensis,129.059444,37.572778
Gloydius ussuriensis,127.990711,34.881081
Gloydius ussuriensis,128.524522,37.680498
Gloydius ussuriensis,128.716663,37.694761
Gloydius ussuriensis,129.016111,37.575278
Gloydius ussuriensis,127.270972,37.479447
Gloydius ussuriensis,127.302353,37.455939
Gloydius ussuriensis,128.672222,37.720556
Gloydius ussuriensis,128.016586,37.409414
Gloydius ussuriensis,129.047475,37.516974
Gloydius ussuriensis,128.92832,36.338044
Gloydius ussuriensis,127.213881,37.489475
Gloydius ussuriensis,128.561012,37.697629
Gloydius ussuriensis,128.996667,37.723056
Gloydius ussuriensis,128.891136,37.674049
Gloydius ussuriensis,128.924437,37.679352
Gloydius ussuriensis,128.876389,37.646528
Gloydius ussuriensis,128.046378,34.760861
Gloydius ussuriensis,127.896167,34.737947
Gloydius ussuriensis,128.526408,37.704535
Gloydius ussuriensis,129.010556,37.555833
Gloydius ussuriensis,127.650436,34.940989
Gloydius ussuriensis,128.658707,37.703354
Gloydius ussuriensis,128.967361,37.730833
Gloydius ussuriensis,127.895303,34.740403
Gloydius ussuriensis,128.9297,36.27427
Gloydius ussuriensis,129.013056,37.616667
Gloydius ussuriensis,129.0225,37.516111
Gloydius ussuriensis,128.555865,37.67505
Gloydius ussuriensis,127.232575,37.412347
Gloydius ussuriensis,128.933194,37.725417
Gloydius ussuriensis,128.966422,37.661233
Gloydius ussuriensis,128.658182,37.631878
Gloydius ussuriensis,128.91,37.638056
Gloydius ussuriensis,126.551178,36.036272
Gloydius ussuriensis,128.976111,37.697361
Gloydius ussuriensis,128.920972,37.655833
Gloydius ussuriensis,128.307557,37.470978
Gloydius ussuriensis,128.296011,37.426069
Gloydius ussuriensis,129.065556,37.553333
Gloydius ussuriensis,127.342057,36.195629
Gloydius ussuriensis,128.786733,37.716536
Gloydius ussuriensis,128.7625,37.5875
Gloydius ussuriensis,127.778875,34.661231
Gloydius ussuriensis,127.340236,34.925997
Gloydius ussuriensis,126.561647,36.156597
Gloydius ussuriensis,127.788114,37.3536
Gloydius ussuriensis,126.790786,36.141033
Gloydius ussuriensis,128.784233,37.715425
Gloydius ussuriensis,126.808481,36.168683
Gloydius ussuriensis,128.602361,37.63625
Gloydius ussuriensis,128.988056,37.5575
Gloydius ussuriensis,128.880138,37.507791
Gloydius ussuriensis,128.460336,37.489692
Gloydius ussuriensis,129.048117,37.673089
Gloydius ussuriensis,128.442194,36.285333
Gloydius ussuriensis,128.571564,37.633453
Gloydius ussuriensis,128.823889,37.725278
Gloydius ussuriensis,128.858611,37.631667
Gloydius ussuriensis,128.7829,37.610063
Gloydius ussuriensis,128.805139,37.6825
Gloydius ussuriensis,128.952778,37.611944
Gloydius ussuriensis,128.850556,37.573611
Gloydius ussuriensis,128.764067,37.525095
Gloydius ussuriensis,128.848889,37.698056
Gloydius ussuriensis,128.855,37.734722
Gloydius ussuriensis,128.82,37.601111
Gloydius ussuriensis,129.006547,37.712889
Gloydius ussuriensis,127.757564,34.696304
Gloydius ussuriensis,127.6005,36.140528
Gloydius ussuriensis,128.529378,36.486593
Gloydius ussuriensis,128.829444,37.656389
Gloydius ussuriensis,128.895556,37.562222
Gloydius ussuriensis,128.273533,37.479269
Gloydius ussuriensis,128.77869,37.611668
Gloydius ussuriensis,128.921944,37.537222
Gloydius ussuriensis,128.040034,35.085062
Gloydius ussuriensis,126.752403,36.172844
Gloydius ussuriensis,126.811867,36.136278
Gloydius ussuriensis,128.8475,37.723333
Gloydius ussuriensis,128.855833,37.657222
Gloydius ussuriensis,127.681297,34.8069
Gloydius ussuriensis,126.849848,36.18821
Gloydius ussuriensis,128.817361,37.672639
Gloydius ussuriensis,129.011111,37.660278
Gloydius ussuriensis,126.844808,36.149517
Gloydius ussuriensis,128.823333,37.555556
Gloydius ussuriensis,128.801944,37.573056
Gloydius ussuriensis,127.27705,37.451144
Gloydius ussuriensis,128.809444,37.742778
Gloydius ussuriensis,127.292806,34.959378
Gloydius ussuriensis,128.788056,37.653333
Gloydius ussuriensis,128.983889,37.598333
Gloydius ussuriensis,127.565981,37.431067
Gloydius ussuriensis,128.799444,37.595556
Gloydius ussuriensis,128.811944,37.529167
Gloydius ussuriensis,128.845556,37.534444
Gloydius ussuriensis,128.886944,37.551111
Gloydius ussuriensis,126.604681,36.130133
Gloydius ussuriensis,127.995969,37.288561
Gloydius ussuriensis,128.782049,37.575619
Gloydius ussuriensis,128.973889,37.613056
Gloydius ussuriensis,128.449422,37.344914
Gloydius ussuriensis,128.884392,37.017083
Gloydius ussuriensis,129.242,36.32525
Gloydius ussuriensis,129.382056,36.494972
Gloydius ussuriensis,128.396501,34.944105
Gloydius ussuriensis,128.643336,34.934014
Gloydius ussuriensis,128.197222,34.7
Gloydius ussuriensis,128.555583,36.418722
Gloydius ussuriensis,129.24775,36.400917
Gloydius ussuriensis,127.742386,37.492508
Gloydius ussuriensis,128.303736,34.956317
Gloydius ussuriensis,129.119444,36.304167
Gloydius ussuriensis,128.529856,34.902261
Gloydius ussuriensis,126.755114,36.144772
Gloydius ussuriensis,128.352172,35.105728
Gloydius ussuriensis,128.193186,37.400639
Gloydius ussuriensis,129.073611,36.2625
Gloydius ussuriensis,129.051389,36.3125
Gloydius ussuriensis,128.418897,34.919558
Gloydius ussuriensis,126.602056,36.150856
Gloydius ussuriensis,127.636031,37.480219
Gloydius ussuriensis,128.423178,34.935878
Gloydius ussuriensis,128.679289,34.981108
Gloydius ussuriensis,128.281461,34.953669
Gloydius ussuriensis,126.639748,36.738609
Gloydius ussuriensis,126.585932,36.774711
Gloydius ussuriensis,126.58988,36.740191
Gloydius ussuriensis,126.657943,36.721824
Gloydius ussuriensis,128.517513,36.442198
Gloydius ussuriensis,127.548364,34.600064
Gloydius ussuriensis,127.920517,37.421447
Gloydius ussuriensis,128.780214,36.313701
Gloydius ussuriensis,129.111111,36.425
Gloydius ussuriensis,127.501217,34.60475
Gloydius ussuriensis,128.808333,36.302778
Gloydius ussuriensis,128.977778,36.281944
Gloydius ussuriensis,129.1125,36.395833
Gloydius ussuriensis,128.775376,36.407127
Gloydius ussuriensis,129.119444,36.280556
Gloydius ussuriensis,128.798611,36.411111
Gloydius ussuriensis,127.326339,37.261792
Gloydius ussuriensis,127.768906,37.276817
Gloydius ussuriensis,128.044827,34.742865
Gloydius ussuriensis,128.8875,36.423611
Gloydius ussuriensis,129.044444,36.351389
Gloydius ussuriensis,128.841667,36.366667
Gloydius ussuriensis,128.817373,36.266452
Gloydius ussuriensis,127.419222,36.190306
Gloydius ussuriensis,129.013889,36.3
Gloydius ussuriensis,128.035466,35.175039
Gloydius ussuriensis,127.570417,36.036889
Gloydius ussuriensis,128.769444,36.272222
Gloydius ussuriensis,129.005556,36.459722
Gloydius ussuriensis,127.400306,36.017167
Gloydius ussuriensis,128.883333,36.4
Gloydius ussuriensis,129.056944,36.470833
Gloydius ussuriensis,129.01137,36.43492
Gloydius ussuriensis,127.850889,37.442506
Gloydius ussuriensis,129.070833,36.404167
Gloydius ussuriensis,127.633653,34.722247
Gloydius ussuriensis,129.1125,36.35
Gloydius ussuriensis,127.351628,37.370825
Gloydius ussuriensis,128.869444,36.408333
Gloydius ussuriensis,128.952778,36.365278
Gloydius ussuriensis,128.763889,36.361111
Gloydius ussuriensis,128.984722,36.354167
Gloydius ussuriensis,127.00578,34.759334
Gloydius ussuriensis,128.947222,36.377778
Gloydius ussuriensis,127.268411,37.275519
Gloydius ussuriensis,128.377232,36.28247
Gloydius ussuriensis,128.844444,36.330556
Gloydius ussuriensis,127.059167,36.307222
Gloydius ussuriensis,127.129167,36.290833
Gloydius ussuriensis,127.950058,35.039419
Gloydius ussuriensis,127.062778,36.342222
Gloydius ussuriensis,127.138056,36.288056
Gloydius ussuriensis,127.193333,36.316667
Gloydius ussuriensis,127.527639,35.23175
Gloydius ussuriensis,126.439806,35.195028
Gloydius ussuriensis,127.398306,35.164111
Gloydius ussuriensis,127.731289,35.117731
Gloydius ussuriensis,126.617861,35.060139
Gloydius ussuriensis,127.199445,36.470556
Gloydius ussuriensis,128.21475,37.706194
Gloydius ussuriensis,127.851081,35.172203
Gloydius ussuriensis,127.909556,36.279917
Gloydius ussuriensis,127.636717,35.218889
Gloydius ussuriensis,128.107778,36.256472
Gloydius ussuriensis,128.455889,37.704778
Gloydius ussuriensis,126.727889,36.433917
Gloydius ussuriensis,127.017778,36.452222
Gloydius ussuriensis,128.484306,37.657278
Gloydius ussuriensis,127.015278,36.449167
Gloydius ussuriensis,127.841317,35.238858
Gloydius ussuriensis,126.532806,35.095139
Gloydius ussuriensis,126.551528,35.097056
Gloydius ussuriensis,126.569667,35.018694
Gloydius ussuriensis,127.84227,35.172944
Gloydius ussuriensis,126.583378,36.737784
Gloydius ussuriensis,126.583711,36.740114
Gloydius ussuriensis,126.580074,36.735531
Gloydius ussuriensis,126.889772,36.402149
Gloydius ussuriensis,126.888399,36.402702
Gloydius ussuriensis,126.867092,36.412942
Gloydius ussuriensis,127.152222,36.313333
Gloydius ussuriensis,128.131639,37.546806
Gloydius ussuriensis,127.025833,36.359722
Gloydius ussuriensis,128.1925,37.536028
Gloydius ussuriensis,127.527778,37.581667
Gloydius ussuriensis,126.553583,35.115389
Gloydius ussuriensis,127.992861,36.44325
Gloydius ussuriensis,127.681678,35.076442
Gloydius ussuriensis,128.256028,37.693444
Gloydius ussuriensis,127.660472,36.305806
Gloydius ussuriensis,128.149583,37.526306
Gloydius ussuriensis,127.238889,36.268056
Gloydius ussuriensis,128.237475,36.316603
Gloydius ussuriensis,127.054445,36.361111
Gloydius ussuriensis,127.1375,36.36
Gloydius ussuriensis,127.195556,36.316389
Gloydius ussuriensis,128.146889,37.696694
Gloydius ussuriensis,128.268828,36.303639
Gloydius ussuriensis,127.982381,36.491497
Gloydius ussuriensis,128.39175,37.509583
Gloydius ussuriensis,127.133611,36.359444
Gloydius ussuriensis,126.570278,35.057472
Gloydius ussuriensis,127.469695,35.173611
Gloydius ussuriensis,127.188333,36.286944
Gloydius ussuriensis,127.628211,35.046828
Gloydius ussuriensis,126.582628,36.735754
Gloydius ussuriensis,126.420407,36.698051
Gloydius ussuriensis,126.582885,36.737749
Gloydius ussuriensis,126.583143,36.738093
Gloydius ussuriensis,127.539111,37.695361
Gloydius ussuriensis,127.200278,36.469722
Gloydius ussuriensis,127.1,36.443889
Gloydius ussuriensis,126.419056,35.181806
Gloydius ussuriensis,128.14347,36.384275
Gloydius ussuriensis,127.889964,35.023289
Gloydius ussuriensis,127.422417,35.163694
Gloydius ussuriensis,127.521445,35.095306
Gloydius ussuriensis,127.848945,36.266472
Gloydius ussuriensis,127.548861,37.721306
Gloydius ussuriensis,127.939489,35.063872
Gloydius ussuriensis,126.442278,35.213028
Gloydius ussuriensis,127.594806,37.677167
Gloydius ussuriensis,127.039445,36.473611
Gloydius ussuriensis,126.870722,37.013097
Gloydius ussuriensis,127.198333,36.471389
Gloydius ussuriensis,127.114722,36.482222
Gloydius ussuriensis,126.821886,37.095358
Gloydius ussuriensis,126.867111,37.056381
Gloydius ussuriensis,126.697089,37.180858
Gloydius ussuriensis,127.197778,36.402222
Gloydius ussuriensis,127.569056,37.661722
Gloydius ussuriensis,127.583222,37.681639
Gloydius ussuriensis,128.272392,36.429594
Gloydius ussuriensis,127.201389,36.405833
Gloydius ussuriensis,126.805195,37.068611
Gloydius ussuriensis,128.07327,36.422811
Gloydius ussuriensis,127.200278,36.469167
Gloydius ussuriensis,126.718292,37.217678
Gloydius ussuriensis,127.862611,36.362167
Gloydius ussuriensis,127.700445,37.503861
Gloydius ussuriensis,127.547583,37.511778
Gloydius ussuriensis,127.972278,37.594861
Gloydius ussuriensis,128.583984,37.783741
Gloydius ussuriensis,126.857929,36.382181
Gloydius ussuriensis,126.585261,36.741253
Gloydius ussuriensis,128.23625,37.725333
Gloydius ussuriensis,127.785831,36.403417
Gloydius ussuriensis,128.294,37.530528
Gloydius ussuriensis,127.717222,36.296
Gloydius ussuriensis,127.688583,37.711389
Gloydius ussuriensis,127.574361,35.213444
Gloydius ussuriensis,126.512667,35.142528
Gloydius ussuriensis,127.922306,36.405972
Gloydius ussuriensis,127.775195,36.410528
Gloydius ussuriensis,128.444167,37.633
Gloydius ussuriensis,127.788361,36.355472
Gloydius ussuriensis,126.468,34.939753
Gloydius ussuriensis,126.506945,35.188056
Gloydius ussuriensis,127.571028,35.090472
Gloydius ussuriensis,127.942583,37.589083
Gloydius ussuriensis,126.984361,37.338694
Gloydius ussuriensis,126.439283,37.054522
Gloydius ussuriensis,128.033778,37.529306
