objectid,species,sp_kor,long,lat,조사일자,조사년도,시도명
6267,"Takydromus wolteri (Fischer, 1885)",줄장지뱀,129.436914,35.608394,2014,2014,울산광역시
2663,"Elaphe dione (Pallas, 1773)",누룩뱀,129.233742,35.597519,2014,2014,울산광역시
7360,"Dinodon rufozonatum (Cantor, 1842)",능구렁이,129.192319,35.683244,2014,2014,울산광역시
14688,"Gloydius brevicaudus (Stejneger, 1907)",살모사,129.315847,35.650775,2014,2014,울산광역시
2676,"Takydromus wolteri (Fischer, 1885)",줄장지뱀,129.190364,35.605328,2014,2014,울산광역시
1653,"Pelophylax nigromaculatus (Hallowell, 1861)",참개구리,129.182742,35.550067,2014,2014,울산광역시
1662,"Pelophylax nigromaculatus (Hallowell, 1861)",참개구리,129.154439,35.576503,2014,2014,울산광역시
1671,"Pelophylax nigromaculatus (Hallowell, 1861)",참개구리,129.095,35.598056,2014,2014,울산광역시
1699,"Pelophylax nigromaculatus (Hallowell, 1861)",참개구리,129.12995,35.651736,2014,2014,울산광역시
1696,"Pelophylax nigromaculatus (Hallowell, 1861)",참개구리,129.12995,35.651736,2014,2014,울산광역시
2683,"Takydromus wolteri (Fischer, 1885)",줄장지뱀,129.25555,35.605536,2014,2014,울산광역시
7400,"Gloydius ussuriensis (Emelianov, 1929)",쇠살모사,129.154903,35.715653,2014,2014,울산광역시
