"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","county","locality","gbifID","catalogNumber"
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Luperosaurus macgregori",121.991,20.47,"ASIA","Batanes Province",2008,5,26,"gass84,colmafu","http://creativecommons.org/licenses/by/4.0/legalcode","tissue - 100; ETOH - 1","WGS84","Municipality of Basco","Barangay San Antonio, Sitio Chadpidan","687011758","314021"
