"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Phrynocephalus axillaris",105,45,"ASIA",1895,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-22170","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol); tissue (95% ethanol)","WGS84","476661927","R-22170","Nau-Schan"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Phrynocephalus axillaris",105,35,"ASIA",NA,NA,NA,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-22173","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol); tissue (95% ethanol)","WGS84","476492048","R-22173","Ohama Desert"
