"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Cylindrophis jodiae",114.195662,22.249939,"ASIA","Hong Kong","colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-5489","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476490957","R-5489","Hong Kong"
