"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","continent","preparations","county","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius metusia",103.083171,30.015108,"Sichuan",2021,7,14,"cdround","https://www.inaturalist.org/observations/86986491","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3468684403","86986491",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius metusia",102.428304,30.03749,"Sichuan",2018,10,22,"cdround","https://www.inaturalist.org/observations/18427001","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988609327","18427001",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius metusia",102.894987,29.755386,"Sichuan",2017,5,19,"cdround","https://www.inaturalist.org/observations/72087960","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747048385","72087960",NA,NA,NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Hebius metusia",102.307292,28.900108,"Sichuan Prov.",1992,7,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543546923","195196",2400,"ASIA","Alcohol","Liangshan Yizu Auto. Pref.","9.5 km N of Tuowu (28 49 N, 102 17 E) on the Hanyuan to Xichang rd, then 1.4 km NNE on dirt rd","PhysicalObject"
