"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality","type"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Plestiodon oshimensis",129.408474,28.291555,"ASIA","Kagoshima Prefecture",1910,4,26,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-15581","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476654659","R-15581","Loo Choo Islands, Amami, Oshima",NA
