"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","county","locality","gbifID","catalogNumber"
"454dca75-c72a-4d15-82de-bce8344029ad","PRESERVED_SPECIMEN","PRESENT","Scincella ochracea",103.574056,20.989167,"Son La",2014,4,9,"gass84,typstativ,osiic,inmano","http://dx.doi.org/10.3897/BDJ.3.e4284","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Sop Cop","Sop Cop Nature Reserve, near Tin Toc Village","1122718736","TBU PAT.128"
"454dca75-c72a-4d15-82de-bce8344029ad","PRESERVED_SPECIMEN","PRESENT","Scincella ochracea",103.685167,21.04,"Son La",2014,5,1,"gass84,typstativ,osiic,inmano","http://dx.doi.org/10.3897/BDJ.3.e4284","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Sop Cop","Sop Cop Nature Reserve, near Pa Man Village","1122718739","TBU PAT.157"
"454dca75-c72a-4d15-82de-bce8344029ad","PRESERVED_SPECIMEN","PRESENT","Scincella ochracea",102.395,22.306944,"Dien Bien",2014,8,5,"gass84,typstativ,osiic,inmano","http://dx.doi.org/10.3897/BDJ.3.e4284","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Muong Nhe","Muong Nhe Nature Reserve, Chung Chai sector, near Doan Ket Village","1122718751","HNUE MNR.88"
"454dca75-c72a-4d15-82de-bce8344029ad","PRESERVED_SPECIMEN","PRESENT","Scincella ochracea",103.338222,21.005694,"Son La",2014,9,20,"gass84,typstativ,osiic,inmano","http://dx.doi.org/10.3897/BDJ.3.e4284","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Sop Cop","Sop Cop Nature Reserve, near Kha Village","1122718741","IEBR A.2014.23"
