"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","issues","license","preparations","geodeticDatum","locality","gbifID","type","catalogNumber"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Cuora mccordi",106.62,23.9,"ASIA","Guangxi Zhuandzu","gass84","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Paise, highland near","1318324052","PhysicalObject","USNM 285129"
