"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","county","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",107.019722,20.770278,"H<U+1EA3>i Phong",2020,3,2,"cdround","https://www.inaturalist.org/observations/39429611","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2576439710","39429611",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",105.710607,20.253774,"Ninh Binh",2019,5,13,"cdround","https://www.inaturalist.org/observations/27283645","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447831160","27283645",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",107.011658,20.781078,"H<U+1EA3>i Phong",2019,6,8,"cdround","https://www.inaturalist.org/observations/26956626","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2269230527","26956626",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",106.955119,20.623117,"H<U+1EA3>i Phong",2019,8,3,"cdround","https://www.inaturalist.org/observations/33778275","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2460009934","33778275",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",105.716006,20.24682,"Ninh Binh",2018,10,5,"cdround","https://www.inaturalist.org/observations/17274264","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2282998829","17274264",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga guangxiensis",106.990294,20.793891,"H<U+1EA3>i Phong",2017,6,14,"cdround","https://www.inaturalist.org/observations/6649784","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044619319","6649784",NA,NA
"fa9028ea-da44-4cc9-af9e-ba2ff3c8b20d","PRESERVED_SPECIMEN","PRESENT","Boiga guangxiensis",104.673889,21.721667,"Son La",2016,6,26,"gass84,typstativ,osiic,inmano","https://doi.org/10.3897/BDJ.8.e52779","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2642882306","TBU. SL.2016.128","Van Ho","near Kho Hong Village"
