"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","issues","references","license","preparations","geodeticDatum","locality","gbifID","catalogNumber"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Cyclemys dentata",139.197266,36.839317,"ASIA","colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-5214","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","[no specific locality data]","476490803","R-5214"
