"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon septentrionalis",105.640694,21.461183,"Vinh Phuc",2013,7,14,"","https://www.inaturalist.org/observations/30862880","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465117696","30862880",NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Lycodon septentrionalis",102.23887,22.38058,"Dien Bien",2011,4,3,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686685988","331491","ASIA","tissue - 100; ETOH - 1","Sin Thau Village, Muong Nhe Nature Reserve, Camp 2 (Exact Coordinates Not Taken)"
