"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma varcoae",102.917533,24.994317,"Yunnan",2022,6,3,"cdround","https://www.inaturalist.org/observations/126504847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873838954","126504847",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma varcoae",102.750934,25.171315,"Yunnan",2021,7,27,"cdround","https://www.inaturalist.org/observations/88802198","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333267237","88802198",NA,NA,NA,NA
"6ac3f774-d9fb-4796-b3e9-92bf6c81c084","HUMAN_OBSERVATION","PRESENT","Diploderma varcoae",100.194328,26.993462,NA,2018,6,17,"cdround,gass84",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1851293622","-1048743700","UTM50_47R_0600_2950",NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Diploderma varcoae",102.715511,25.036428,"Yunnan Prov.",NA,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543652206","63926","Kunming","ASIA","Alcohol","PhysicalObject"
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Diploderma varcoae",102.834961,25.298346,NA,NA,NA,NA,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987173442","57000","YUNNAN FU",NA,"FLUID - 1","PhysicalObject"
