"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",114.209736,22.215757,"Sai Kung",2022,2,12,"cdround","https://www.inaturalist.org/observations/107697716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873403539","107697716",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",121.48166,25.114037,"Taipei",2022,3,25,"cdround","https://www.inaturalist.org/observations/110086476","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759243571","110086476",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",121.417175,25.029822,"Taipei",2022,3,30,"cdround","https://www.inaturalist.org/observations/110162530","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759290611","110162530",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",119.656577,29.117288,"Zhejiang",2022,4,13,"cdround","https://www.inaturalist.org/observations/111662570","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759747170","111662570",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.008113,35.304731,"Kanagawa",2022,4,23,"cdround","https://www.inaturalist.org/observations/112649689","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3764087753","112649689",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.371687,35.742475,"Tokyo",2022,4,23,"cdround","https://www.inaturalist.org/observations/112640031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764116749","112640031",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.053245,35.206344,"Kanagawa",2022,4,23,"cdround","https://www.inaturalist.org/observations/112649688","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3764201735","112649688",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",114.050632,22.40043,"Yuen Long",2022,4,29,"cdround","https://www.inaturalist.org/observations/113409395","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772577734","113409395",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.28454,35.602274,"Tokyo",2022,5,4,"cdround","https://www.inaturalist.org/observations/115300735","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773585398","115300735",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",135.543074,34.459749,"Osaka",2022,5,18,"cdround","https://www.inaturalist.org/observations/117535694","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784720276","117535694",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",135.579853,34.542645,"Osaka",2022,5,18,"cdround","https://www.inaturalist.org/observations/117535676","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784903310","117535676",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.726894,35.741024,"Tokyo",2022,5,24,"cdround","https://www.inaturalist.org/observations/118472031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802331006","118472031",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",135.406082,34.574597,"Osaka",2022,5,22,"cdround","https://www.inaturalist.org/observations/118156192","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802559966","118156192",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",136.781082,36.732174,"Ishikawa",2022,5,22,"cdround","https://www.inaturalist.org/observations/118171254","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802664890","118171254",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.668323,35.625,"Tokyo",2022,5,26,"cdround","https://www.inaturalist.org/observations/118757966","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859124222","118757966",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.999226,36.094257,"Ibaraki",2022,5,22,"cdround","https://www.inaturalist.org/observations/124500471","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860608011","124500471",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",114.387348,30.42384,"Hubei",2022,5,30,"cdround","https://www.inaturalist.org/observations/119449588","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860683693","119449588",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.69142,35.778375,"Tokyo",2022,6,12,"cdround","https://www.inaturalist.org/observations/121379848","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858483307","121379848",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",114.002282,22.592732,"Tai Po",2022,6,20,"cdround,cudc","https://www.inaturalist.org/observations/122898128","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859815677","122898128",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",141.50246,43.110641,"Hokkaido",2022,6,26,"cdround","https://www.inaturalist.org/observations/123486252","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859953124","123486252",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",139.78373,35.725555,"Tokyo",2022,6,10,"cdround","https://www.inaturalist.org/observations/121093824","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860225180","121093824",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",118.837953,32.186593,"Jiangsu",2022,6,8,"cdround","https://www.inaturalist.org/observations/121374741","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860249418","121374741",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Mauremys reevesii",114.032492,22.366719,"Sham Shui Po",2022,6,8,"cdround","https://www.inaturalist.org/observations/121064377","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860677061","121064377",NA,NA,NA,NA,NA
