"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","county","locality","gbifID","catalogNumber","elevation"
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Hebius chapaensis",101.8828,21.3339,"ASIA","Phongsali",2012,10,18,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80737","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Boun Tai","Nam Lan Conservation Area, Ban Na Ten Village","895453896","80737",NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Hebius chapaensis",103.2108,20.2325,"ASIA","Houaphan",2009,3,18,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/77924","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Viengthong","Phou Louey National Protected Area, near Tad Loi Waterfall, 1186 m elevation","895451470","77924",NA
"7236fc85-4203-46da-bb11-304a5945b583","MATERIAL_CITATION","PRESENT","Hebius chapaensis",103.833336,22.35,NA,"Hanoi",1930,NA,NA,"gass84,osiic","http://treatment.plazi.org/id/7F1C87F4B74CAE70FF2FFC980BE6FB91","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84",NA,"Chapa","1913870842","MNHN 1938.0125",2
