"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.420853,25.132202,"New Taipei",2018,4,23,"cdround","https://www.inaturalist.org/observations/27497602","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2273256076","27497602",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",114.5106,30.417259,"Hubei",2018,5,21,"cdround","https://www.inaturalist.org/observations/16593577","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1913683069","16593577",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.570828,25.027392,"Taipei",2018,5,16,"cdround","https://www.inaturalist.org/observations/64125983","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980870066","64125983",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.18953,23.02845,NA,2018,5,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774346784",NA,"<U+5609><U+6B66><U+6EAA>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.20277,23.05288,NA,2018,5,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774453751",NA,"<U+6CE5><U+6C34><U+6EAA>9<U+865F><U+6A4B>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.5334,24.956045,"New Taipei",2018,6,15,"cdround","https://www.inaturalist.org/observations/13471215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880486354","13471215",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.536595,25.133157,"Taipei",2018,6,23,"cdround","https://www.inaturalist.org/observations/14152654","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880659895","14152654",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",127.992228,26.587618,"Okinawa",2018,6,25,"cdround","https://www.inaturalist.org/observations/14257886","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883500489","14257886",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.471141,25.134267,"New Taipei",2018,7,14,"cdround","https://www.inaturalist.org/observations/14376105","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883529943","14376105",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.598572,25.089296,"Taipei",2018,7,21,"cdround","https://www.inaturalist.org/observations/14566485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883926485","14566485",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.48957,23.73182,NA,2018,7,11,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774443436",NA,"<U+7BAD><U+745B><U+5927><U+6A4B>(<U+7334><U+6D1E>)",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.183308,24.838957,"Taipei",2018,8,13,"cdround","https://www.inaturalist.org/observations/15935736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1899783994","15935736",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",120.992617,24.789334,"Kaohsiung",2018,10,14,"cdround","https://www.inaturalist.org/observations/17494753","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1932309057","17494753",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.302322,25.088193,"Taipei",2018,10,16,"cdround","https://www.inaturalist.org/observations/19010675","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978427659","19010675",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.365998,25.015492,"Taipei",2018,10,16,"cdround","https://www.inaturalist.org/observations/19011373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978428233","19011373",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.557498,25.01672,"Taipei",2018,10,26,"cdround","https://www.inaturalist.org/observations/17903857","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978817499","17903857",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.535576,25.131835,"Taipei",2018,11,9,"cdround","https://www.inaturalist.org/observations/18314597","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1944389251","18314597",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",127.344919,26.179833,"Okinawa",2017,1,17,"cdround","https://www.inaturalist.org/observations/65145410","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988531443","65145410",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.689,25.0082,NA,2017,2,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774353479",NA,"<U+6C38><U+5B9A><U+570B><U+5C0F>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.38,24.8774,NA,2017,2,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774452428",NA,"<U+6E4A><U+5408><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.478,25.1132,NA,2017,2,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774457433",NA,"<U+95DC><U+6E21>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",120.48861,26.36873,NA,2017,4,26,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864146020",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.46416,23.8086,NA,2017,4,27,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774445459",NA,"<U+65B0><U+8C50><U+5E73><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.57756,23.89204,NA,2017,4,26,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774448418",NA,"<U+6708><U+7709><U+5927><U+6A4B><U+4E0B><U+6E38>3<U+516C><U+91CC><U+8655>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.13999,23.13272,NA,2017,7,26,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864151446",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.49362,23.80767,NA,2017,7,27,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774346473",NA,"<U+65B0><U+8C50><U+5E73><U+5927><U+6A4B><U+4E0B><U+6E38>3<U+516C><U+91CC><U+8655>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.40434,23.6179,NA,2017,7,28,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774352475",NA,"<U+6210><U+529F><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.52946,23.83901,NA,2017,7,26,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774445455",NA,"<U+7C73><U+68E7><U+5927><U+6A4B>(<U+671D><U+4FDD>)",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.36688,23.61543,NA,2017,7,28,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774446429",NA,"<U+5927><U+8C50><U+9053><U+8DEF>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.56749,24.94954,NA,2017,8,17,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864152679",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",117.676749,27.749196,"Fujian",2017,8,18,"cdround","https://www.inaturalist.org/observations/109140648","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747090967","109140648",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.513124,25.030395,"Taipei",2016,1,31,"cdround","https://www.inaturalist.org/observations/9238193","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1802721145","9238193",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.94928,24.67568,NA,2016,3,10,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345497",NA,"<U+5E73><U+5B89><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.99013,24.66474,NA,2016,3,11,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351487",NA,"<U+5341><U+5BEE><U+5751><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.05004,24.7012,NA,2016,3,11,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774448439",NA,"<U+5357><U+57D4><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.95456,24.64492,NA,2016,3,10,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774450452",NA,"<U+53F0><U+4E09><U+7DDA><U+4E2D><U+6E2F><U+6EAA><U+6A4B>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.575999,24.982303,NA,2016,4,5,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135806",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.54635,23.52461,NA,2016,4,18,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774349509",NA,"<U+7AF9><U+5D0E><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.59427,23.51801,NA,2016,4,18,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774352520",NA,"<U+91D1><U+798F><U+6A4B>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.574321,25.026786,"Taipei",2016,5,9,"cdround","https://www.inaturalist.org/observations/65320355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2992726578","65320355",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.531,25.0077,NA,2016,5,4,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774346482",NA,"<U+65B0><U+5E97><U+6EAA><U+532F><U+6D41><U+53E3>(<U+79C0><U+6717><U+6A4B>-<U+798F><U+548C><U+6A4B>)",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.653,25.0685,NA,2016,5,4,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774439438",NA,"<U+6C34><U+5C3E><U+7063>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.536,24.9431,NA,2016,5,4,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774445470",NA,"<U+76F4><U+6F6D>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.7829,23.815,NA,2016,7,6,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774349489",NA,"<U+96C6><U+9E7F><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.6626,23.6737,NA,2016,7,6,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351500",NA,"<U+9F8D><U+9580><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.1835,24.0216,NA,2016,7,6,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351501",NA,"<U+69AE><U+83EF><U+5DF7>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.8998,23.7736,NA,2016,7,6,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774441486",NA,"<U+7F85><U+7F85><U+683C><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.7067,23.8163,NA,2016,7,6,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774453475",NA,"<U+540D><U+7AF9><U+5927><U+6A4B>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",120.01007,26.225334,"Fujian",2016,10,14,"cdround,cucdmis","https://www.inaturalist.org/observations/36873226","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2540758934","36873226",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",120.009791,26.224977,"Fujian",2016,10,14,"cdround,cucdmis","https://www.inaturalist.org/observations/36873227","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2540793967","36873227",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.692,23.6638,NA,2016,10,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345511",NA,"<U+745E><U+9F8D><U+540A><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.8658,23.8432,NA,2016,10,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774350523",NA,"<U+4E09><U+5206><U+6A4B>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.565834,24.891666,"New Taipei",2016,11,21,"cdround","https://www.inaturalist.org/observations/4615685","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586089247","4615685",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",127.766388,26.247223,"Okinawa",2016,11,26,"cdround","https://www.inaturalist.org/observations/4672043","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586089359","4672043",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.49,23.19,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774443528",NA,"<U+66FE><U+6587><U+4E00><U+865F><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.43,23.14,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774443530",NA,"<U+8D70><U+99AC><U+7028><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.2,23.1,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774445542",NA,"<U+897F><U+6E2F><U+5927><U+6A4B><U+4E0B><U+6E38>1km",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.38,23.12,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774448503",NA,"<U+4E8C><U+6EAA><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.45,23.12,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774450508",NA,"<U+7389><U+4E95><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.4,23.14,NA,2015,2,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774457513",NA,"<U+5927><U+5167><U+516B><U+865F><U+6A4B>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.503514,25.138878,NA,2015,5,14,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864127794",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.42154,25.1639,NA,2015,5,29,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345766",NA,"<U+6316><U+4ED4><U+5C3E>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.4438,25.15145,NA,2015,5,21,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774348445",NA,"<U+7AF9><U+570D>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.45755,25.10853,NA,2015,5,29,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774348726",NA,"<U+4E8C><U+91CD><U+758F><U+6D2A><U+9053><U+51FA><U+53E3>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.444,25.15145,NA,2015,5,21,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351469",NA,"<U+6316><U+4ED4><U+5C3E>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.44381,25.15146,NA,2015,5,29,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351761",NA,"<U+7AF9><U+570D>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.325556,25.058577,NA,2015,6,17,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864129116",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.8905,23.5931,NA,2015,6,22,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774450718",NA,"<U+548C><U+793E><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.512,23.4915,NA,2015,6,22,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774452472",NA,"<U+7FA9><U+4EC1><U+540A><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.07299,24.66308,NA,2015,7,2,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345500",NA,"<U+5317><U+57D4><U+51B7><U+6CC9>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.578602,24.022315,"Taiwan",2015,8,2,"cdround","https://www.inaturalist.org/observations/9494804","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1837794665","9494804",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.8438,23.8087,NA,2015,8,24,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774347909",NA,"<U+7389><U+5CF0><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.8513,23.6952,NA,2015,8,24,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774347911",NA,"<U+611B><U+570B><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.06551,24.67303,NA,2015,8,26,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351492",NA,"<U+58FD><U+660C><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.9463,23.7899,NA,2015,8,24,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774353909",NA,"<U+96D9><U+9F8D><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.01812,24.59735,NA,2015,8,25,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774441478",NA,"<U+6771><U+6CB3><U+540A><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.9843,24.57194,NA,2015,8,26,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774457458",NA,"<U+901A><U+5B89><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.7306,23.7418,NA,2015,8,24,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774457877",NA,"<U+6C99><U+91CC><U+4ED9><U+6EAA><U+4E2D><U+6E38>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.28734,24.88495,NA,2015,9,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864131618",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.9214,23.5302,NA,2015,10,26,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774355877",NA,"<U+6C99><U+91CC><U+4ED9><U+6EAA><U+4E2D><U+6E38>",NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.245679,25.025347,NA,2015,11,1,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864133337",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.29318,23.48183,NA,2015,11,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774349504",NA,"<U+4ECB><U+58FD><U+5927><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",120.24483,23.4754,NA,2015,11,9,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774443500",NA,"<U+6734><U+5B50><U+6EAA><U+6A4B>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.10937,24.84782,NA,2014,2,20,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345570",NA,"<U+6C76><U+6C34><U+5751><U+5E79><U+7DDA><U+5408><U+6D41><U+8655>",NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Gekko hokouensis",121.21756,24.76788,NA,2014,2,18,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774441547",NA,"<U+9326><U+5C71><U+6A4B>",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.360856,25.09206,"New Taipei",2014,4,14,"","https://www.inaturalist.org/observations/1058115","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1092876556","1058115",NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.430886,25.034679,NA,2014,4,29,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864119189",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko hokouensis",121.495995,25.162201,"Taipei",2014,4,25,"cdround","https://www.inaturalist.org/observations/18702625","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1946357143","18702625",NA,NA,NA,NA,NA
