"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.337242,26.945953,"Okinawa",2022,5,12,"cdround","https://www.inaturalist.org/observations/116682846","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772529987","116682846",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",127.700367,26.335838,"Okinawa",2021,4,18,"cdround","https://www.inaturalist.org/observations/74333148","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097299928","74333148",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.335062,26.896472,"Okinawa",2021,6,1,"cdround","https://www.inaturalist.org/observations/81532852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302159755","81532852",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.354441,26.727022,"Okinawa",2021,6,12,"cdround","https://www.inaturalist.org/observations/98203760","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3391488294","98203760",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.271914,26.822796,"Okinawa",2021,7,1,"cdround","https://www.inaturalist.org/observations/85426822","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327672554","85426822",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.267031,26.908178,"Okinawa",2020,3,2,"cdround","https://www.inaturalist.org/observations/106174233","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3468895665","106174233",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.207016,26.878773,"Okinawa",2020,9,7,"cdround","https://www.inaturalist.org/observations/58932335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868102546","58932335",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.310917,26.823116,"Okinawa",2020,9,7,"cdround","https://www.inaturalist.org/observations/58933408","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868246552","58933408",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.290652,26.903164,"Okinawa",2019,8,23,"cdround","https://www.inaturalist.org/observations/31518039","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397564295","31518039",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.310425,26.975697,"Okinawa",2019,12,1,"cdround","https://www.inaturalist.org/observations/36769777","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597705827","36769777",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.018934,26.748175,"Okinawa",2018,6,24,"cdround","https://www.inaturalist.org/observations/14256597","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883500142","14256597",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",127.894419,26.794167,"Okinawa",2017,4,8,"cdround","https://www.inaturalist.org/observations/108347911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743046504","108347911",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",128.056691,26.659837,"Okinawa",2016,11,25,"cdround","https://www.inaturalist.org/observations/4671879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586089356","4671879",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",127.729775,26.45708,"Okinawa",2014,6,4,"cdround","https://www.inaturalist.org/observations/71950961","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067816813","71950961",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",127.655587,26.456066,"Okinawa",2014,8,27,"cdround","https://www.inaturalist.org/observations/61370804","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883045629","61370804",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus kuroiwae",127.600377,26.547119,"Okinawa",2014,8,12,"cdround","https://www.inaturalist.org/observations/61370808","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883052638","61370808",NA,NA,NA,NA
