"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ovophis monticola",103.70594,22.957405,"Yunnan",2020,10,1,"cdround","https://www.inaturalist.org/observations/61877721","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963926467","61877721",NA,NA,NA,NA,NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",107.881667,25.481667,"Guizhou",2007,4,1,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686676428","312224","ASIA","ETOH - 1; tissue - 100","Libo County","Shuipu Village",NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",103.770833,22.349444,"Lao Cai",1999,5,12,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211764445","39387","ASIA","Whole specimen (ETOH); Tissue",NA,"Sa Pa vicinity","PhysicalObject",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",114.118247,22.433618,"Hong Kong",1995,6,25,"cudc,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181367","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641624","R-181367","ASIA","whole animal (ethanol)","New Territories","Hong Kong:New Territories,Kadoorie Farm top road",NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",120.882889457783,23.4798034536005,"Chiayi County",1989,9,26,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:218024","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145527996","MVZ:Herp:218024","ASIA","whole organism; tissue",NA,"Tung-Pu Hostel, Alishan Township",NA,2560,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",114.137719,22.409236,"Hong Kong",1970,2,21,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173227","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476707130","R-173227","ASIA","whole animal (ethanol)","New Territories","Summit of Tai Mo Shan",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ovophis monticola",121,23.5,NA,1871,1,1,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-7392","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476490844","R-7392","ASIA","whole animal (formalin)",NA,"Mt Arizan, Formosa",NA,NA,NA
