"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","county","locality","gbifID","catalogNumber"
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Cyrtodactylus puhuensis",104.2315,20.4076,"ASIA","Houaphan",2015,9,19,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/86362","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Viengxay","Tham Ngou Leium","1229584345","86362"
