"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","license","geodeticDatum","locality","gbifID"
"84a649ce-ff81-420d-9c41-aa1de59e3766","HUMAN_OBSERVATION","PRESENT","Anilios bituberculatus",144,35,2013,1,2,"","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Riparian Murray Darling Basin","1632940840"
