"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","elevation","elevationAccuracy","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Cuora flavomarginata",121.452261,25.179797,"Taipei",2006,10,11,"cdround","https://www.inaturalist.org/observations/67971790","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032065713","67971790",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Cuora flavomarginata",121.414566,24.974873,"Taipei",2006,10,14,"cdround","https://www.inaturalist.org/observations/67971693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032141656","67971693",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Cuora flavomarginata",124.182917,24.366763,"Okinawa",2004,5,22,"cdround","https://www.inaturalist.org/observations/110846561","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759698357","110846561",NA,NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Cuora flavomarginata",120.4,23.14,NA,2004,6,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774351756",NA,"<U+5927><U+5167><U+516B><U+865F><U+6A4B>",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Cuora flavomarginata",120.68,23.38,NA,2004,6,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774450712",NA,"<U+5C71><U+7F8E><U+6A4B>",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Cuora flavomarginata",120.54,23.24,NA,2004,8,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774352719",NA,"<U+66FE><U+6587><U+6C34><U+5EAB>",NA,NA,NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",119.5,30.36667,"Zhejiang Province",1999,3,27,"typstativ,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:230464","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145541727","MVZ:Herp:230464","Longwang Shan Anji county, Jioaxing prefecture","ASIA","whole organism; tissue; tissue; tissue; tissue sample",NA,NA,NA,NA
"fb93fb10-f1ca-11dd-b2d4-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",128.4,25.733333,NA,1991,7,22,"cdround,cudc,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2625248435","00001672",NA,NA,NA,NA,NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",114.139311,22.382981,"Hong Kong",1990,7,19,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176311","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476716918","R-176311","WO Yi Hop,W. of Shing Mun Reservoir","ASIA","whole animal (ethanol)","New Territories",NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",120.81667,21.96667,"Pingtung County",1934,5,9,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23930","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2427838476","MVZ:Herp:23930","Kuraru, Koshum District","ASIA","whole organism",NA,150,0,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",120.744178,22.003694,"Pingtung Co.",1909,3,20,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543530417","18034","Koshun [= Hengchun]","ASIA","Alcohol",NA,NA,NA,"PhysicalObject"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",120.745211,22.002381,"Pingtung Co.",1909,3,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543530450","18037","Kankau, near Koshun [= Hengchuen]","ASIA","Alcohol",NA,NA,NA,"PhysicalObject"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",124.2,24.4,"Okinawa Prefecture",1871,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-7997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476664736","R-7997","Ishigake-shima","ASIA","skull-less whole animal (ethanol); skull and jaw (dry)",NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Cuora flavomarginata",127.999996,26.499999,"Okinawa Pref.",NA,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543496505","14982",NA,"ASIA","Alcohol",NA,NA,NA,"PhysicalObject"
