"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","issues","license","preparations","geodeticDatum","locality","gbifID","type","catalogNumber"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Bronchocela cristatella",128,26.5,"ASIA","Ryukyu Islands","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Loo Choo Islands (= Ryukyu Islands), No Further Locality Data","1319908861","PhysicalObject","USNM 12252"
