"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","references","license","geodeticDatum","catalogNumber","gbifID"
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Pareas iwasakii",123.839996,24.299999,2012,5,15,"gass84","https://www.ebi.ac.uk/ena/browser/view/MZ712216","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","NMNH05654","3818033953"
