"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","references","license","geodeticDatum","locality","gbifID","type","catalogNumber","stateProvince","county"
"7aeba48a-f762-11e1-a439-00145eb45e9a","HUMAN_OBSERVATION","PRESENT","Scincella lateralis",129.31946,36.74259,NA,NA,NA,"gass84,txmathi",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Onjeong-myeon","1136948147",NA,"NSMK-AR-OB-0002309","Gyeongsangbuk-do","Uljin-gun"
