"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","type","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Cuora amboinensis",114.020177,22.317127,"Central and Western",2022,5,30,"cdround","https://www.inaturalist.org/observations/119387955","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859385710","119387955",NA,NA,NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Cuora amboinensis",117.082326,23.451792,"Guangdong Province",2007,2,22,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-019278","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039472909","YPM HERR 019278","ASIA","photographic voucher","PhysicalObject","Shen Ao: Stream below hydraulic power station on the eastern massif"
