"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.97057,20.623486,"H<U+1EA3>i Phong",2022,7,8,"cdround","https://www.inaturalist.org/observations/125615417","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873254723","125615417"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.818049,20.618363,"H<U+1EA3>i Phong",2022,7,8,"cdround","https://www.inaturalist.org/observations/125615420","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873477341","125615420"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",107.087884,20.651623,"H<U+1EA3>i Phong",2020,4,29,"cdround","https://www.inaturalist.org/observations/44552800","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619903039","44552800"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.822856,20.605677,"H<U+1EA3>i Phong",2020,4,29,"cdround","https://www.inaturalist.org/observations/44552698","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619926184","44552698"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.920122,20.770688,"H<U+1EA3>i Phong",2020,4,29,"cdround","https://www.inaturalist.org/observations/44552608","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619953628","44552608"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.953481,20.739823,"H<U+1EA3>i Phong",2020,5,4,"cdround","https://www.inaturalist.org/observations/44959987","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619978242","44959987"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.934212,20.6267,"H<U+1EA3>i Phong",2020,5,4,"cdround","https://www.inaturalist.org/observations/44959943","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619980306","44959943"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",107.157437,20.656328,"H<U+1EA3>i Phong",2020,10,9,"cdround","https://www.inaturalist.org/observations/62111000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044577708","62111000"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",107.070506,20.739928,"H<U+1EA3>i Phong",2019,7,6,"cdround","https://www.inaturalist.org/observations/31651590","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397602987","31651590"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.812166,20.607844,"H<U+1EA3>i Phong",2019,10,3,"cdround","https://www.inaturalist.org/observations/33841693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429372818","33841693"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Goniurosaurus catbaensis",106.942117,20.748109,"H<U+1EA3>i Phong",2018,11,13,"cdround","https://www.inaturalist.org/observations/22370015","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236844087","22370015"
