"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","type","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.559162,21.371378,"Vinh Phuc",2022,7,3,"cdround","https://www.inaturalist.org/observations/126791020","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873969333","126791020",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.932335,22.272862,"Islands",2021,2,6,"cdround","https://www.inaturalist.org/observations/69239419","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039221793","69239419",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.116254,22.224012,"Islands",2021,4,6,"cdround","https://www.inaturalist.org/observations/73107703","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079757852","73107703",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",101.275933,21.923203,"Yunnan",2021,4,21,"cdround","https://www.inaturalist.org/observations/74722207","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097224392","74722207",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.872017,22.247975,"Islands",2021,5,1,"cdround","https://www.inaturalist.org/observations/77264325","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112784314","77264325",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.208896,22.416298,"Sha Tin",2021,5,10,"cdround","https://www.inaturalist.org/observations/78217535","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113643330","78217535",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.885869,22.309413,"Islands",2021,5,15,"cdround","https://www.inaturalist.org/observations/78820058","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3117780790","78820058",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.91049,22.380257,"Islands",2021,5,14,"cdround","https://www.inaturalist.org/observations/78818915","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3117887803","78818915",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.995099,22.279193,"Islands",2021,5,15,"cdround","https://www.inaturalist.org/observations/79141403","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3118404173","79141403",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.933082,22.288306,"Islands",2021,5,26,"cdround","https://www.inaturalist.org/observations/80432554","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3124647192","80432554",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.226422,22.477267,"Tai Po",2021,7,8,"cdround","https://www.inaturalist.org/observations/86125841","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3325963490","86125841",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.066795,22.41782,"Yuen Long",2021,7,12,"cdround","https://www.inaturalist.org/observations/86683678","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3328035078","86683678",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",101.265511,21.926939,"Yunnan",2021,7,28,"cdround","https://www.inaturalist.org/observations/88905221","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333191357","88905221",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.226373,22.40156,"Sha Tin",2021,7,30,"cdround","https://www.inaturalist.org/observations/104090027","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457141849","104090027",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.076689,22.475343,"Yuen Long",2021,8,9,"cdround","https://www.inaturalist.org/observations/90551991","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337770596","90551991",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.021044,22.314117,"Tsuen Wan",2021,8,12,"cdround","https://www.inaturalist.org/observations/91286629","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338022126","91286629",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.550343,22.333851,"Guangdong",2021,8,29,"cdround","https://www.inaturalist.org/observations/93996706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408250510","93996706",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",106.987595,20.794595,"H<U+1EA3>i Phong",2021,10,17,"cdround","https://www.inaturalist.org/observations/98467392","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398763177","98467392",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.450805,22.336061,"Guangdong",2021,10,27,"cdround","https://www.inaturalist.org/observations/100499177","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415367131","100499177",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.466331,22.206387,"Guangdong",2021,10,25,"cdround","https://www.inaturalist.org/observations/100498996","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415869168","100498996",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.114533,22.227525,"Islands",2021,11,20,"cdround","https://www.inaturalist.org/observations/101578736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415685474","101578736",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.117909,22.433261,"Tai Po",2021,11,14,"cdround","https://www.inaturalist.org/observations/101070664","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415867255","101070664",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.763035,22.970656,"Guangdong",2021,11,21,"cdround","https://www.inaturalist.org/observations/101606852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466018893","101606852",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.54309,21.375141,"Vinh Phuc",2021,12,10,"cdround","https://www.inaturalist.org/observations/102989522","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456458324","102989522",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.046777,22.496535,"Yuen Long",2021,12,17,"cdround","https://www.inaturalist.org/observations/103241689","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457040655","103241689",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.180863,22.346144,"Kowloon City",2021,12,12,"cdround","https://www.inaturalist.org/observations/104325468","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457165878","104325468",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.543079,21.375161,"Vinh Phuc",2021,12,10,"cdround","https://www.inaturalist.org/observations/102989521","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466094945","102989521",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.526922,21.37152,"Vinh Phuc",2021,12,10,"cdround","https://www.inaturalist.org/observations/109034494","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747024767","109034494",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.093397,22.446591,"Yuen Long",2020,1,24,"cdround","https://www.inaturalist.org/observations/76426482","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112540264","76426482",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.086111,22.449126,"Yuen Long",2020,2,29,"cdround","https://www.inaturalist.org/observations/39379596","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2576300879","39379596",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.929878,22.234147,"Islands",2020,4,4,"cdround","https://www.inaturalist.org/observations/41356293","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597735135","41356293",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.160426,22.553031,"North",2020,4,9,"cdround","https://www.inaturalist.org/observations/41796942","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597765140","41796942",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",106.392951,24.473376,"Guangxi",2020,6,11,"","https://www.inaturalist.org/observations/101871282","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415715364","101871282",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.837372,21.077731,"Ha N<U+1ED9>i",2020,7,7,"cdround","https://www.inaturalist.org/observations/52254011","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814287898","52254011",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.22165,22.237356,"Southern",2020,7,14,"cdround","https://www.inaturalist.org/observations/53108971","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818793365","53108971",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.243909,22.430875,"Sha Tin",2020,8,29,"cdround","https://www.inaturalist.org/observations/57913957","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2859891742","57913957",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.230742,22.472594,"Tai Po",2020,9,18,"cdround","https://www.inaturalist.org/observations/78247128","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113665393","78247128",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.259087,22.496878,"North",2020,11,15,"cdround","https://www.inaturalist.org/observations/65051004","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988297241","65051004",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.247047,22.253345,"Southern",2020,11,15,"cdround","https://www.inaturalist.org/observations/64917264","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988481086","64917264",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.26425,23.343076,"Guangdong",2020,11,2,"cdround","https://www.inaturalist.org/observations/66644087","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005138024","66644087",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.336786,23.548557,"Guangdong",2020,11,25,"cdround","https://www.inaturalist.org/observations/66644063","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005215048","66644063",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.078532,22.429395,"Yuen Long",2019,3,4,"cdround","https://www.inaturalist.org/observations/20968602","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2013001865","20968602",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.749693,22.335697,NA,2019,3,22,"cdround,cudc","https://www.inaturalist.org/observations/21632733","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2234790530","21632733",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",101.276257,21.920322,"Yunnan",2019,4,19,"","https://www.inaturalist.org/observations/22692186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2237436180","22692186",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.108168,22.3837,"Tsuen Wan",2019,6,4,"cdround","https://www.inaturalist.org/observations/26428438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2252059731","26428438",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.134763,22.207519,"Islands",2019,6,12,"cdround","https://www.inaturalist.org/observations/26914000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2265901070","26914000",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.107955,22.383626,"Tsuen Wan",2019,6,4,"cdround","https://www.inaturalist.org/observations/123191262","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859790955","123191262",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",105.003163,21.821967,"Yen Bai",2019,9,6,"cdround","https://www.inaturalist.org/observations/32205044","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2563460990","32205044",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.106125,22.424031,"Yuen Long",2019,11,11,"cdround","https://www.inaturalist.org/observations/35569313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2456558905","35569313",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",107.006386,20.782778,"H<U+1EA3>i Phong",2019,11,29,"cdround","https://www.inaturalist.org/observations/36181344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465264744","36181344",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.975349,22.243376,"Islands",2019,11,17,"","https://www.inaturalist.org/observations/41214346","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2596200143","41214346",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.933145,22.269653,"Islands",2018,7,24,"cdround","https://www.inaturalist.org/observations/14689505","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883952780","14689505",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.001438,22.395419,"Tuen Mun",2018,9,7,"cdround","https://www.inaturalist.org/observations/16631746","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1913691631","16631746",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.244155,22.331823,"Sai Kung",2018,10,24,"cdround","https://www.inaturalist.org/observations/17817431","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1932350780","17817431",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.894997,22.232222,"Islands",2018,11,11,"cdround","https://www.inaturalist.org/observations/18401051","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1944414142","18401051",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.420139,22.069308,"Guangdong",2016,3,4,"cdround","https://www.inaturalist.org/observations/69148670","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039469591","69148670",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.917754,22.406536,"Tuen Mun",2016,5,17,"cdround","https://www.inaturalist.org/observations/69399912","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039452127","69399912",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.891875,22.244485,"Islands",2015,11,9,"cdround","https://www.inaturalist.org/observations/15474297","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891345321","15474297",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.945205,22.236099,"Islands",2015,11,6,"cdround","https://www.inaturalist.org/observations/39824501","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2579269409","39824501",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",107.103503,20.790461,"H<U+1EA3>i Phong",2014,12,20,"","https://www.inaturalist.org/observations/1141477","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044832307","1141477",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.913803,22.236353,"Islands",2012,3,18,"","https://www.inaturalist.org/observations/481280","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","891774142","481280",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",113.913803,22.229679,"Islands",2011,8,27,"cdround","https://www.inaturalist.org/observations/29980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","891064941","29980",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Coelognathus radiatus",114.107746,22.383405,"Tsuen Wan",2006,9,6,"","https://www.inaturalist.org/observations/9118229","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1802679535","9118229",NA,NA,NA,NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Coelognathus radiatus",117.114722,23.476649,"Guangdong Province",2000,6,30,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-010253","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039467829","YPM HERR 010253","ASIA","skin in EtOH","PhysicalObject","Tai Zhu Ao",NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Coelognathus radiatus",113.9167,22.2167,NA,1999,7,26,"gass84,osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009506","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039465659","YPM HERR 009506","ASIA","10% form.->70% alc.","PhysicalObject","Shui Hau",NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Coelognathus radiatus",117.0833,23.5333,"Guangdong Province",1997,7,19,"gass84,osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009159","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039474925","YPM HERR 009159","ASIA","skeleton; skin in EtOH","PhysicalObject","research station [Tai Zhu Ao] 2 miles ne of Sheng Ao","Nan Ao Island"
