"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus yunnanensis",102.803022,24.828682,"Yunnan",2022,3,5,"cdround","https://www.inaturalist.org/observations/109134035","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746962757","109134035",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus yunnanensis",102.568685,25.368228,"Yunnan",2021,8,15,"cdround","https://www.inaturalist.org/observations/91206655","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3383924985","91206655",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus yunnanensis",103.960809,22.249717,"Lao Cai",2018,6,12,"cdround","https://www.inaturalist.org/observations/17490888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1931498350","17490888",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus yunnanensis",102.865247,24.833775,"Yunnan",2017,7,1,"cdround","https://www.inaturalist.org/observations/80460965","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743229371","80460965",NA,NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Hemiphyllodactylus yunnanensis",103.147888,24.913791,"Yunnan",1987,10,23,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987093700","205785","FLUID - 1","YILIANG CITY 1900 M","PhysicalObject"
