"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","elevation","stateProvince","year","month","day","issues","references","license","geodeticDatum","locality","gbifID","elevationAccuracy","continent","preparations","catalogNumber"
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis maxwelli",116.8363,25.213427,995,"Fujian Province",2015,7,16,"cudc,gass84,osiic","http://treatment.plazi.org/id/1B666942FFD0FF94FF59FA55F95055D5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Specimens","1451078596",NA,NA,NA,NA
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis maxwelli",117.07934,23.433357,425,NA,2013,6,30,"cucdmis,gass84,osiic","http://treatment.plazi.org/id/1B666942FFD0FF94FF59FA55F95055D5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Island","1451078597",NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Opisthotropis maxwelli",117.43333,28.1,850,"Jiangxi Province",1936,6,30,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23750","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Hong San, SE Kiangsi","1145549555",0,"ASIA","whole organism","MVZ:Herp:23750"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Opisthotropis maxwelli",116.4,24.41667,550,"Guangdong Province",1936,6,12,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23753","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Yim-Na-San [=Yin Na Shan], E Kwantung Prov.","1145549680",0,"ASIA","whole organism","MVZ:Herp:23753"
