"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pseudoxenodon bambusicola",117.306677,27.486345,"Fujian",2021,5,13,"cdround","https://www.inaturalist.org/observations/78523281","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113646749","78523281",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pseudoxenodon bambusicola",108.975599,25.874191,"Guizhou",2019,7,5,"cdround","https://www.inaturalist.org/observations/28787528","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294488345","28787528",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pseudoxenodon bambusicola",117.839967,29.164061,"Jiangxi",2019,11,28,"cdround","https://www.inaturalist.org/observations/36182344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465303339","36182344",NA,NA,NA,NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Pseudoxenodon bambusicola",107.881667,25.481667,"Guizhou",2007,4,12,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","687001288","312221","ASIA","tissue - 100; ETOH - 1","Libo County","Shuipu Village",NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Pseudoxenodon bambusicola",117.43333,28.1,"Jiangxi Province",1936,6,29,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23747","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145549560","MVZ:Herp:23747","ASIA","whole organism",NA,"Hong-San, SE Kiangsi Prov.",850,0
"217b0d4f-c87e-4063-b6c5-78277e40e866","PRESERVED_SPECIMEN","PRESENT","Pseudoxenodon bambusicola",105.63333,21.46667,"Province de Vinh Phuc",NA,NA,NA,"gass84,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","440024812","1999.8550","ASIA",NA,NA,"Tam Dao",NA,NA
