"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Dendrelaphis hollinrakei",113.989091,22.194916,"ASIA","Hong Kong",1971,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173278","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol); tissue (95% ethanol)","WGS84","476707976","R-173278","Shek Kwu Chau"
