"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",113.571111,22.127778,"Ilhas",2022,3,5,"cdround","https://www.inaturalist.org/observations/107993643","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712408745","107993643",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",113.992419,22.266584,"Islands",2022,3,27,"cdround","https://www.inaturalist.org/observations/109629335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759833084","109629335",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",113.936752,22.27847,"Islands",2022,4,15,"cdround","https://www.inaturalist.org/observations/111489852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760156959","111489852",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",121.51362,25.28375,"New Taipei",2022,4,23,"","https://www.inaturalist.org/observations/112984260","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764362062","112984260",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",120.686028,24.251297,"Taichung",2022,4,23,"cdround","https://www.inaturalist.org/observations/112484730","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764369575","112484730",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",120.636132,23.918796,"Taiwan",2022,4,30,"cdround","https://www.inaturalist.org/observations/113719947","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773043806","113719947",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",113.455482,22.364114,"Guangdong",2022,4,22,"cdround","https://www.inaturalist.org/observations/128111663","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881596614","128111663",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",113.988607,22.423282,"Tuen Mun",2022,5,18,"cdround","https://www.inaturalist.org/observations/117576414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784817675","117576414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",120.422019,23.620568,"Taiwan",2022,5,13,"cdround","https://www.inaturalist.org/observations/116820911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784924540","116820911",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Amphiesma stolatum",120.551176,24.316781,"Taichung",2022,6,19,"cdround","https://www.inaturalist.org/observations/122592919","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860055361","122592919",NA,NA,NA,NA,NA,NA,NA
