"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko kikuchii",121.5659,22.040897,"Taiwan",2022,4,5,"cdround","https://www.inaturalist.org/observations/110655900","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760081227","110655900",NA,NA,NA,NA,NA
"fb93fb10-f1ca-11dd-b2d4-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT","Gekko kikuchii",121.483333,22.083333,NA,2000,2,21,"cdround,cudc,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2625248503","00003409","Lanyu",NA,NA,NA,NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Gekko kikuchii",121.594,22.0097,"Lanyu Island",1988,4,20,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1317478743","USNM 291787","Lung Men, 1 km NE of","ASIA","Ethanol","PhysicalObject",NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Gekko kikuchii",121.582,22.0056,"Lanyu Island",1988,4,20,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1318195826","USNM 291791","Lung Men, ca. 1 km S of RAD (nuclear waste disposal facility)","ASIA","Ethanol","PhysicalObject",NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Gekko kikuchii",121.537698,22.032593,"n/a",1988,9,6,"rdativ,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987068991","199894","LAN-YU PRIMARY FOREST BY AIRPORT","ASIA","FLUID - 1","PhysicalObject","TAI-TUNG"
