"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","license","geodeticDatum","gbifID"
"7e358b5a-bddb-4f8d-992a-09886d6ca3ef","HUMAN_OBSERVATION","PRESENT","Tympanocryptis centralis",132.042,23.9148,2016,7,12,"","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3381472000"
