"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","county","locality","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.266486,21.910038,"Yunnan",2022,6,29,"cdround","https://www.inaturalist.org/observations/123923122","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859274537","123923122",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.401337,21.001278,"Louang Namtha",2021,7,17,"cdround","https://www.inaturalist.org/observations/87340009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330504695","87340009",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",100.0774,20.3638,"Chiang Rai",2021,8,5,"","https://www.inaturalist.org/observations/90506238","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338140779","90506238",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",100.855241,22.169229,"Yunnan",2021,8,9,"cdround","https://www.inaturalist.org/observations/101870375","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415773424","101870375",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.252105,21.931512,"Yunnan",2020,8,7,"cdround","https://www.inaturalist.org/observations/55699116","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850677700","55699116",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.246925,21.928397,"Yunnan",2020,8,23,"cdround","https://www.inaturalist.org/observations/68720434","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031766990","68720434",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.264259,21.916259,"Yunnan",2019,12,28,"","https://www.inaturalist.org/observations/37019816","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2543032189","37019816",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.267421,21.922559,"Yunnan",2016,8,8,"cdround","https://www.inaturalist.org/observations/3839949","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291676191","3839949",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.266345,21.925686,"Yunnan",2016,8,8,"cdround","https://www.inaturalist.org/observations/3841012","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1291676641","3841012",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",101.343428,21.168428,"Louang Namtha",2013,2,13,"cdround","https://www.inaturalist.org/observations/36182269","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465177999","36182269",NA,NA,NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Xenopeltis unicolor",101.8892,21.326,"Phongsali",2012,10,19,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80733","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","895453936","80733","ASIA","Boun Tai","Nam Lan Conservation Area, Ban Na Ten Village, Houay Nam Oun Stream, 659 m elevation",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Xenopeltis unicolor",105.608333,20.316667,"Ninh Binh",2011,10,16,"","https://www.inaturalist.org/observations/1075587","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1457577114","1075587",NA,NA,NA,NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Xenopeltis unicolor",106.4775,21.212222,"Hia Duong",1998,4,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211749768","35295","ASIA",NA,"Chi Linh vicinity; Hoang Hua Tham Village","Whole specimen (ETOH)","PhysicalObject",NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Xenopeltis unicolor",105.411111,22.365,"Tuyen Quang",1996,6,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211745329","30798","ASIA",NA,"Pac Ban; Na Hang Nature Reserve","Whole specimen (ETOH); Tissue","PhysicalObject",NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Xenopeltis unicolor",105.641389,21.454167,"Vinh Phu",1995,5,14,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211745611","31063","ASIA",NA,"Tam Dao","Whole specimen (ETOH); Tissue","PhysicalObject",NA,NA
