"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.839043,22.690015,"Guangdong",2022,3,11,"","https://www.inaturalist.org/observations/108357492","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743026491","108357492",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.845898,22.697108,"Guangdong",2022,3,12,"","https://www.inaturalist.org/observations/108401120","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743040485","108401120",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.018714,22.199502,"Islands",2022,3,14,"cdround","https://www.inaturalist.org/observations/108570940","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743046961","108570940",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.264674,22.374622,"Sai Kung",2022,3,13,"cdround","https://www.inaturalist.org/observations/108571468","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743077836","108571468",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.54753,22.162303,"Ilhas",2022,3,12,"cdround","https://www.inaturalist.org/observations/108413647","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743082593","108413647",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.17938,22.261508,"Wan Chai",2022,3,13,"cdround","https://www.inaturalist.org/observations/108488401","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743082749","108488401",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.075931,22.406424,"Yuen Long",2022,3,12,"cdround","https://www.inaturalist.org/observations/108413744","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743088632","108413744",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.568372,22.112341,"Ilhas",2022,3,12,"cdround","https://www.inaturalist.org/observations/108482399","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743091583","108482399",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",113.957043,22.404623,"Tuen Mun",2022,3,15,"cdround","https://www.inaturalist.org/observations/108659216","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743109071","108659216",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.265092,22.374573,"Sai Kung",2022,3,13,"cdround","https://www.inaturalist.org/observations/108507195","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743210797","108507195",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.188509,22.30066,"Kowloon City",2022,3,16,"cdround","https://www.inaturalist.org/observations/108709786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743221728","108709786",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.188338,22.300604,"Kowloon City",2022,3,17,"cdround","https://www.inaturalist.org/observations/108784571","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743232177","108784571",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.319411,22.319675,"Sai Kung",2022,3,14,"cdround","https://www.inaturalist.org/observations/108644051","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3743232835","108644051",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.2629,22.375488,"Sai Kung",2022,3,13,"cdround","https://www.inaturalist.org/observations/108511874","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743250799","108511874",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.26249,22.374223,"Sai Kung",2022,3,14,"cdround","https://www.inaturalist.org/observations/108628718","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743261913","108628718",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.264655,22.374908,"Sai Kung",2022,3,13,"cdround","https://www.inaturalist.org/observations/108556273","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743275913","108556273",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Calotes versicolor",114.263998,22.373661,"Sai Kung",2022,3,14,"cdround","https://www.inaturalist.org/observations/108565570","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743275945","108565570",NA,NA,NA,NA,NA,NA,NA
