"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","year","month","day","issues","license","geodeticDatum","county","locality","gbifID","catalogNumber","stateProvince"
"336b6790-062f-407f-a783-2f1d8874e6c3","HUMAN_OBSERVATION","PRESENT","Lepidochelys olivacea",121.8207,25.13264,"ASIA",2021,4,20,"","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","New Taipei","Northeastern coast","3819593739","202104_26",NA
"336b6790-062f-407f-a783-2f1d8874e6c3","HUMAN_OBSERVATION","PRESENT","Lepidochelys olivacea",121.63865,23.99656,"ASIA",2018,9,14,"","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Hualien","Hualien port","3819593426","201809_11",NA
"13ad6e77-4d29-42cc-a2fb-b021edf5e450","PRESERVED_SPECIMEN","PRESENT","Lepidochelys olivacea",128.758133,37.981777,NA,NA,NA,NA,"cdround,gass84,rdativ,incomis,inmafu","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Yangyang-gun","Hyeonnam-myeon","3418979322","MABIK AR00000020","Gangwon-do"
"13ad6e77-4d29-42cc-a2fb-b021edf5e450","PRESERVED_SPECIMEN","PRESENT","Lepidochelys olivacea",129.500107,36.023861,NA,NA,NA,NA,"cdround,gass84,rdativ,incomis,inmafu","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Pohang-si","Donghae-myeon","3418979332","MABIK AR00000014","Gyeongsangbuk-do"
