"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","catalogNumber","locality","gbifID","references"
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Eremias vermiculata",100.066,43.584,"ASIA","Omnogovi",2010,7,10,"gass84,colmafu","http://creativecommons.org/licenses/by/4.0/legalcode","ETOH - 1","WGS84","331226","Gurvantes Soum","686678542",NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Eremias vermiculata",101.75,50.41,NA,"Bayanhongor",2005,8,26,"gass84","http://creativecommons.org/licenses/by/4.0/legalcode",NA,"WGS84","R-12047-1","Ekhin-Gol desert","2248494499",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Eremias vermiculata",105,35,"ASIA","Ningxia Hui",1994,5,12,"colmafu,inmafu","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","R-179455","People's Republic of China,Ningxia Hui,between Zhongwei and Shapoutou","476690955","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-179455"
