"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Indotyphlops lazelli",114.138696,22.284968,"ASIA","Hong Kong",1992,12,10,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-183578","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476635778","R-183578","Hong Kong University campus"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Indotyphlops lazelli",114.136127,22.272189,"ASIA","Hong Kong",1988,5,27,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol); tissue (95% ethanol)","WGS84","476709522","R-173290","Pokfulam, High West"
