"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe moellendorffi",107.911239,23.713412,"Guangxi",2022,7,22,"cdround","https://www.inaturalist.org/observations/128113374","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881837596","128113374",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe moellendorffi",105.717799,20.208213,"Hoa Binh",2019,2,1,"cdround","https://www.inaturalist.org/observations/27301661","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465107976","27301661",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe moellendorffi",105.718147,20.215233,"Ninh Binh",2017,7,28,"cdround","https://www.inaturalist.org/observations/59104260","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2862680380","59104260",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe moellendorffi",105.978464,20.250785,"Ninh Binh",2016,12,12,"cdround","https://www.inaturalist.org/observations/34488454","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429620855","34488454",NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Elaphe moellendorffi",108.33,22.84,"Guangxi",2011,7,12,"gass84",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2249634668","TP-9","Guangxi"
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Elaphe moellendorffi",108.330002,22.84,NA,2011,7,11,"gass84","https://www.ebi.ac.uk/ena/browser/view/JN833617","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3346937639","TP-9","Guang Xi Province"
