"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon capito",116.56225,40.43523,"Beijing",2021,10,18,"cdround","https://www.inaturalist.org/observations/98587521","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398694290","98587521",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon capito",114.027332,38.350368,"Hebei",2018,10,2,"","https://www.inaturalist.org/observations/79741442","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859145654","79741442",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon capito",116.407395,39.904211,"Beijing",2016,8,21,"","https://www.inaturalist.org/observations/5295373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858226320","5295373",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon capito",115.575313,39.83458,"Beijing",2014,4,27,"cdround","https://www.inaturalist.org/observations/68427908","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031766448","68427908",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon capito",116.307532,40.254999,"Beijing",2009,7,14,"cdround","https://www.inaturalist.org/observations/67904467","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3031977570","67904467",NA,NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Plestiodon capito",108.809214,34.033739,"Shaanxi Prov.",1986,8,31,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543532900","182575","ASIA","Alcohol","Xian Municipality","base of the Qin Ling Mtns S of Xian (34 16 N, 108 54 E)","PhysicalObject"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Plestiodon capito",109.033637888889,33.9334003701717,"Shaanxi Province",1986,8,31,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:208760","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145517601","MVZ:Herp:208760","ASIA","whole organism",NA,"mountains S of Xian, base of Qin Ling Mts., Xian Municipality",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Plestiodon capito",106.7,34.616667,NA,1921,8,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-20691","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476659068","R-20691","ASIA","whole animal (ethanol)",NA,"Hsing Lung Shan: Chihli",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Plestiodon capito",116.388869,39.928819,NA,NA,NA,NA,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-34268","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476660043","R-34268","ASIA","whole animal (ethanol)",NA,"Peiping",NA
