"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","issues","license","preparations","geodeticDatum","locality","gbifID","type","catalogNumber"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Oligodon lacroixi",103.836536,22.340314,"ASIA","Lao Cai Prov.",1939,"cdround","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Alcohol","WGS84","Chapa","543744627","PhysicalObject","9146"
