"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","locality","gbifID","type","catalogNumber"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Dendrelaphis formosus",103.17,22.07,"ASIA","Lai Chau",1924,5,17,"gass84","http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Lai Chau, 27 km WSW of","1319356305","PhysicalObject","USNM 68096"
