"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","license","geodeticDatum","locality","gbifID"
"84a649ce-ff81-420d-9c41-aa1de59e3766","HUMAN_OBSERVATION","PRESENT","Furina ornata",144.559998,22.23,2015,4,7,"","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","dog kennel near dotswood stn house","1632955649"
