"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality","type"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Sacalia quadriocellata",110.91989,21.666147,"ASIA","Guangdong Province",2004,8,31,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:257747","http://creativecommons.org/publicdomain/zero/1.0/legalcode","media","WGS84","1145571014","MVZ:Herp:257747","Mao Ming City, Yun Kai Mountains",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Sacalia quadriocellata",105.641389,21.454167,"ASIA","Vinh Phu",1997,NA,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Whole specimen (ETOH)","WGS84","1211749486","35004","Tam Dao","PhysicalObject"
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Sacalia quadriocellata",105.16666,21.75,"ASIA","Tuyen Quang",1996,5,6,"gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Whole specimen (ETOH)","WGS84","1211766147","28458","Tuyen Quang vicinity (purchased)","PhysicalObject"
