"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","continent","preparations","county","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko scabridus",100.147702,25.720183,"Yunnan",2021,6,13,"cdround","https://www.inaturalist.org/observations/82781974","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743066375","82781974",NA,NA,NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gekko scabridus",102.652506,29.344856,"Sichuan Prov.",1992,8,4,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543546946","195216",860,"ASIA","Alcohol","Ya'an Pref.","Hanyuan (29 45 N, 102 47 E)","PhysicalObject"
