"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality","type"
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Gonyosoma prasinum",101.255593,24.743762,NA,"Yunnan",1987,11,1,"conti,rdativ,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","FLUID - 1","WGS84","1987078538","184549","BETWEEN KM POST 715 & 716 ON ROAD BETWEEN MENYANG AND JINGHONG 1050 M","PhysicalObject"
