"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.002036,22.274454,"Sha Tin",2022,1,24,"cdround","https://www.inaturalist.org/observations/105532092","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3466022163","105532092",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.053481,22.286694,"Sha Tin",2022,1,24,"cdround","https://www.inaturalist.org/observations/105532082","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3466034175","105532082",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.187176,22.378216,"Sha Tin",2022,3,31,"cdround","https://www.inaturalist.org/observations/110014225","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759605493","110014225",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.194878,22.321666,"Southern",2022,4,15,"cdround","https://www.inaturalist.org/observations/111497950","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759974023","111497950",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.154311,22.256505,"Southern",2022,5,6,"cdround","https://www.inaturalist.org/observations/115836557","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772912426","115836557",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.141727,22.347766,"Kwai Tsing",2022,5,1,"cdround","https://www.inaturalist.org/observations/114095791","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773070844","114095791",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.138864,22.273247,"Central and Western",2022,5,14,"cdround","https://www.inaturalist.org/observations/117059585","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784711854","117059585",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.162525,22.248257,"Southern",2022,5,18,"cdround","https://www.inaturalist.org/observations/117603914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3785037564","117603914",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.114762,22.23628,"Southern",2022,5,22,"cdround","https://www.inaturalist.org/observations/118303815","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3802520038","118303815",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.161864,22.258938,"Southern",2022,6,11,"cdround","https://www.inaturalist.org/observations/121865759","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858607773","121865759",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.066921,22.327769,"Southern",2022,6,29,"cdround","https://www.inaturalist.org/observations/124082202","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858862669","124082202",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.151733,22.39733,"Tsuen Wan",2022,6,28,"cdround","https://www.inaturalist.org/observations/123966429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858864666","123966429",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Physignathus cocincinus",114.154662,22.371808,"Central and Western",2022,6,17,"cdround","https://www.inaturalist.org/observations/122252981","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858959159","122252981",NA,NA,NA,NA
