"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","locality","continent","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.601385,23.011318,"Kaohsiung",2019,8,2,"cdround","https://www.inaturalist.org/observations/30023973","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3415428367","30023973",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.712414,22.315305,"Taiwan",2018,4,29,"cdround","https://www.inaturalist.org/observations/23284747","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2244210736","23284747",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.416991,22.071939,"Taiwan",2018,8,1,"cdround","https://www.inaturalist.org/observations/48233572","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634134008","48233572",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.532013,22.154553,"Taiwan",2018,8,1,"cdround","https://www.inaturalist.org/observations/98788084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399335491","98788084",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.852198,22.171442,"Taiwan",2018,11,10,"cdround","https://www.inaturalist.org/observations/26757210","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2265861231","26757210",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.739693,21.975318,NA,2017,1,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864143583",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.50801,22.07747,NA,2017,6,28,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149191",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.13272,23.13389,NA,2017,10,27,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864156216",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.580753,24.106648,"Taiwan",2016,3,5,"cdround","https://www.inaturalist.org/observations/19513754","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1986614789","19513754",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.476145,23.80641,"Taiwan",2015,3,15,"cdround","https://www.inaturalist.org/observations/9457847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1805392084","9457847",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.018493,23.200441,NA,2014,4,21,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864118942",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.078722,23.147722,NA,2014,6,4,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864120090",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",121.092953,23.141134,NA,2014,7,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864121821",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.744975,22.414599,NA,2014,7,11,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864122123",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus sauteri",120.731371,22.414559,NA,2012,7,12,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864112600",NA,NA,NA,NA,NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",121.5595,22.036111,NA,2009,8,18,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875244","KUZ R66575",254,0,"Orchid Island, Taitung Cout.",NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",121.550056,20.027778,NA,2009,8,19,"cdround,cucdmis,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875246","KUZ R66578",35,0,"Orchid Island, Taitung Cout.",NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",121.553306,22.061278,NA,2009,8,19,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875249","KUZ R66585",64,0,"Orchid Island, Taitung Cout.",NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Takydromus sauteri",121.33,23.32,NA,2004,6,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774346730",NA,NA,NA,"<U+7389><U+91CC><U+5927><U+6A4B>",NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Takydromus sauteri",121.12,23.13,NA,2003,3,15,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774446736",NA,NA,NA,"<U+5927><U+5D19><U+6EAA><U+65B0><U+6B66><U+6A4B><U+4E0B>",NA,NA,NA
"fb93fb10-f1ca-11dd-b2d4-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",121.483333,22.083333,NA,2001,6,18,"cdround,cudc,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2625265064","00003772",NA,NA,", Lanyu.Hungtou.",NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",120.81667,21.96667,"Pingtung County",1934,8,10,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23513","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145546962","MVZ:Herp:23513",150,0,"Kuraru","ASIA","whole organism",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",121,23.5,NA,1909,3,14,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-15501","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476653981","R-15501",NA,NA,"Formosa,Koshun","ASIA","whole animal (ethanol)",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",120.744178,22.003694,"Pingtung Co.",1909,3,14,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543535650","18505",NA,NA,"Koshun [= Hengchun]","ASIA","Alcohol","PhysicalObject"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",120.585836,23.080794,"Kaohsiung Special Municipality",1909,3,14,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543536216","18556",NA,NA,"Kosempo","ASIA","Alcohol","PhysicalObject"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",120.319667,22.619806,"Kaohsiung Special Municipality",1909,3,14,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543536227","18557",NA,NA,"Takao [= Kaohsiung]","ASIA","Alcohol","PhysicalObject"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Takydromus sauteri",120.766245984374,23.7464934040022,"Nantou",1818,6,20,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:209427","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145518329","MVZ:Herp:209427",NA,NA,"Luku","ASIA","whole organism",NA
