"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sinomicrurus kelloggi",119.984451,30.232538,"Zhejiang",2022,7,27,"cdround","https://www.inaturalist.org/observations/129073647","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881844811","129073647",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sinomicrurus kelloggi",112.542921,23.916166,"Guangdong",2021,5,8,"cdround","https://www.inaturalist.org/observations/77808513","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113350778","77808513",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sinomicrurus kelloggi",117.078879,26.576876,"Fujian",2020,5,10,"cdround","https://www.inaturalist.org/observations/101871226","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3416020354","101871226",NA,NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus kelloggi",106.4775,21.212222,"Hia Duong",1998,4,26,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211751609","37079","ASIA","Whole specimen (ETOH); Tissue","Chi Linh","Chi Linh vicinity; Hoang Hua Tham Village","PhysicalObject"
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus kelloggi",105.912778,22.628611,"Cao Bang",1998,5,9,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211749717","35247","ASIA","Whole specimen (ETOH); Tissue","Nguyen Binh","Quang Thanh Village","PhysicalObject"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Sinomicrurus kelloggi",112.533,23.1667,"Guangdong",1983,5,26,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-174897","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712737","R-174897","ASIA","whole animal (ethanol)",NA,"Dinghushan ca 240m.",NA
