"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.286827,34.746753,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011139","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862316317","15011139",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.671801,35.014878,"Kyoto",2018,7,8,"cdround","https://www.inaturalist.org/observations/68645003","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032126812","68645003",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.53211,33.883505,"Tokushima",2018,7,26,"cdround","https://www.inaturalist.org/observations/59989242","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3383954554","59989242",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.669358,35.017127,"Kyoto",2018,8,6,"cdround","https://www.inaturalist.org/observations/15153997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914194776","15153997",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",129.354745,33.196028,"Nagasaki",2017,7,17,"cdround","https://www.inaturalist.org/observations/18051528","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1935590480","18051528",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.785039,34.994338,"Kyoto",2017,7,31,"cdround","https://www.inaturalist.org/observations/18628743","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1948742170","18628743",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.23645,35.539909,"Tottori",2017,7,2,"cdround","https://www.inaturalist.org/observations/6886822","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2859900312","6886822",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.326889,34.300185,"Hiroshima",2016,5,27,"cdround","https://www.inaturalist.org/observations/7432656","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586156921","7432656",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.787435,34.997945,"Kyoto",2016,9,1,"cdround","https://www.inaturalist.org/observations/81264103","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302265219","81264103",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.947791,32.825071,"Kochi",2015,7,29,"cdround","https://www.inaturalist.org/observations/15971823","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1901035378","15971823",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.129535,34.696205,"Hyogo",2014,5,17,"","https://www.inaturalist.org/observations/1215792","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2626164301","1215792",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.804802,34.685482,"Nara",2014,5,29,"cdround","https://www.inaturalist.org/observations/94685941","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858215833","94685941",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.784983,34.967442,"Kyoto",2014,8,14,"cdround","https://www.inaturalist.org/observations/13160048","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850918192","13160048",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.09674,35.603127,"Shimane",2014,8,6,"cdround","https://www.inaturalist.org/observations/65209759","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988670444","65209759",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.768029,35.011636,"Kyoto",2013,5,31,"","https://www.inaturalist.org/observations/298084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1088889641","298084",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.15676,34.691005,"Hyogo",2013,5,5,"cdround","https://www.inaturalist.org/observations/31388260","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2451589553","31388260",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.145654,34.668723,"Hyogo",2013,5,13,"","https://www.inaturalist.org/observations/705095","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2626134302","705095",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.768149,35.011246,"Kyoto",2013,6,24,"cdround","https://www.inaturalist.org/observations/119220134","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859404530","119220134",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.505789,31.311917,"Kagoshima",2013,7,22,"","https://www.inaturalist.org/observations/736937","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3067645303","736937",NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",139.416417,36.77375,NA,2010,5,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875321","KUZ R66753",412,0,"Yumiharitoge Pass, Nikko-shi, Tochigi Pref."
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",129.869574,32.734568,"Nagasaki",2010,7,18,"cdround","https://www.inaturalist.org/observations/68402482","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031985368","68402482",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.53091,34.68471,"Osaka",2009,8,17,"","https://www.inaturalist.org/observations/42006918","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626129695","42006918",NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",130.639333,32.813028,NA,2009,10,15,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875316","KUZ R66745",629,0,"Mt. Kimposan, Kumamoto-shi, Kumamoto Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",130.640667,32.810944,NA,2009,10,15,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875319","KUZ R66748",479,0,"Mt. Kimposan, Kumamoto-shi, Kumamoto Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",130.641056,32.811944,NA,2009,11,5,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875317","KUZ R66746",506,0,"Mt. Kimposan, Kumamoto-shi, Kumamoto Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",130.640194,32.812611,NA,2009,11,5,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875318","KUZ R66747",590,0,"Mt. Kimposan, Kumamoto-shi, Kumamoto Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.1662,34.108003,NA,2008,3,25,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874828","KUZ R64883",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.215311,34.159894,NA,2008,3,29,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874829","KUZ R64884",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.220083,34.160211,NA,2008,3,29,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874830","KUZ R64885",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.22655,34.155975,NA,2008,3,29,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874831","KUZ R64886",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.158547,34.112008,NA,2008,4,5,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874834","KUZ R64895",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.161917,34.10875,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874863","KUZ R64975",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.165056,34.108889,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874864","KUZ R64976",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.163444,34.108611,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874865","KUZ R64977",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.162944,34.108889,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874866","KUZ R64978",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.163139,34.109111,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874867","KUZ R64979",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.162806,34.108944,NA,2008,4,27,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874868","KUZ R64980",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.116278,35.49825,NA,2008,4,30,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874869","KUZ R64989",NA,NA,"Nishiazai, Nagahama-shi, Shiga Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.115944,35.492778,NA,2008,4,30,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874870","KUZ R64990",NA,NA,"Nishiazai, Nagahama-shi, Shiga Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.075611,35.663556,NA,2008,5,17,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874885","KUZ R65061",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.121889,35.501139,NA,2008,5,18,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874886","KUZ R65062",NA,NA,"Nishiazai, Nagahama-shi, Shiga Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080611,35.656889,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874890","KUZ R65110",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080111,35.656944,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874891","KUZ R65111",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080667,35.658556,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874892","KUZ R65112",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080806,35.658694,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874893","KUZ R65113",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080611,35.658639,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874894","KUZ R65114",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",136.080583,35.663861,NA,2008,6,1,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874895","KUZ R65115",NA,NA,"Tsuruga-shi, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.58025,35.117111,NA,2008,6,17,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874900","KUZ R65131",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.580389,35.117083,NA,2008,6,17,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874901","KUZ R65132",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.580361,35.117611,NA,2008,6,17,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874903","KUZ R65134",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.906083,35.587139,NA,2008,7,22,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874906","KUZ R65153",NA,NA,"Wakasa-cho, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.888,35.481389,NA,2008,8,3,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874918","KUZ R65192",NA,NA,"Wakasa-cho, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.906083,35.587694,NA,2008,8,3,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874919","KUZ R65193",NA,NA,"Wakasa-cho, Fukui Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",137.906333,34.820972,NA,2008,8,20,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874990","KUZ R65400",NA,NA,"Mori-machi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.1765,34.261833,NA,2008,9,4,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874938","KUZ R65322",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.154139,34.26375,NA,2008,9,4,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874939","KUZ R65323",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.124667,33.977222,NA,2008,9,10,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874940","KUZ R65327",NA,NA,"Yura-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.135278,33.97475,NA,2008,9,10,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874941","KUZ R65328",NA,NA,"Yura-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.139556,33.978083,NA,2008,9,10,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874942","KUZ R65329",NA,NA,"Yura-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.140583,33.97825,NA,2008,9,10,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874943","KUZ R65330",NA,NA,"Yura-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173333,34.227889,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874945","KUZ R65349",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.17375,34.227611,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874946","KUZ R65350",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173917,34.228917,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874947","KUZ R65351",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173667,34.229,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874948","KUZ R65352",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.154333,34.262611,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874951","KUZ R65355",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.153722,34.265444,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874952","KUZ R65356",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.153806,34.265222,NA,2008,9,23,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874953","KUZ R65357",NA,NA,"Wakayama-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.175333,33.914806,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874955","KUZ R65359",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.175056,33.913889,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874956","KUZ R65360",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173528,33.913667,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874957","KUZ R65361",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173167,33.9135,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874958","KUZ R65363",NA,NA,"Gobo-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.175167,33.914472,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874959","KUZ R65364",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.173778,33.913583,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874960","KUZ R65365",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.135139,33.973917,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874961","KUZ R65368",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.134833,33.975083,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874962","KUZ R65369",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.134139,33.976139,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874963","KUZ R65370",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.134417,33.975278,NA,2008,9,24,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874964","KUZ R65371",NA,NA,"Hidakagawa-cho, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.602944,35.119389,NA,2007,4,5,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874591","KUZ R63818",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.216333,34.16,NA,2007,5,4,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874614","KUZ R63881",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",135.226139,34.157222,NA,2007,5,4,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874616","KUZ R63883",NA,NA,"Kainan-shi, Wakayama Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.58025,35.116944,NA,2007,5,12,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874621","KUZ R63895",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.577528,35.114111,NA,2007,5,12,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874622","KUZ R63896",NA,NA,"Shizuoka-shi, Shizuoka Pref."
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Plestiodon japonicus",138.577972,35.114389,NA,2007,5,12,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779874623","KUZ R63897",NA,NA,"Shizuoka-shi, Shizuoka Pref."
