"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",107.889133,21.846233,"Guangxi",2005,4,14,"cdround,gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3341973303","351103","ASIA","tissue - 100","Daxin","Shiwan Dashang Nature Reserve (Near town of Fulong)",NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",107.82824,21.89264,"Guangxi",2005,5,1,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686689970","311565","ASIA","tissue - 100; ETOH - 1",NA,"Town of Wang Le",NA,NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.933816,22.270056,"Hong Kong",2001,6,24,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-011932","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039472600","YPM HERR 011932","ASIA","10% form.->70% alc.","Lantau Island","South of Tung Chung","PhysicalObject",NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",117.051336,23.429405,"Guangdong Province",2000,5,17,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009816","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039466270","YPM HERR 009816","ASIA","10% form.->70% alc.",NA,"Zou Ma Pu, Northeast of Long Dong","PhysicalObject",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.990748,22.1952,"Hong Kong",1997,8,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-182251","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476490949","R-182251","ASIA","whole animal (ethanol)",NA,"Shek Kwu Chau, Bungalow",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.988428,22.195294,"Hong Kong",1996,6,20,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181773","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641995","R-181773","ASIA","whole animal (ethanol)",NA,"Hong Kong Shek Kwu Chau,Kei House",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.987226,22.195409,"Hong Kong",1996,7,18,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181765","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641881","R-181765","ASIA","whole animal (ethanol)",NA,"Hong Kong Shek Kwu Chau,Chan House",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.913455,22.220745,"Hong Kong",1996,8,6,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181787","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641890","R-181787","ASIA","whole animal (ethanol)",NA,"Lantau,Shui Hau",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.988188,22.19632,"Hong Kong",1994,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181386","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641847","R-181386","ASIA","whole animal (ethanol)",NA,"Hong Kong:Shek Kwu Chau",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.987913,22.195316,"Hong Kong",1994,12,21,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181381","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476489549","R-181381","ASIA","whole animal (ethanol)",NA,"Hong Kong Shek Kwu Chau,King House",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",114.302967,22.377324,"Hong Kong",1993,6,12,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-177957","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476731896","R-177957","ASIA","whole animal (ethanol)",NA,"Port Shelter Islands, Yim Tin Tsai",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.989156,22.19529,"Hong Kong",1993,12,28,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-179507","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476687929","R-179507","ASIA","whole animal (ethanol)",NA,"Hong Kong:Shek Kwu Chau,Shing House",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.990717,22.195082,"Hong Kong",1992,7,29,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-177121","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476498025","R-177121","ASIA","whole animal (ethanol)",NA,"Shek Kwu Chau,Tak House",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",114.119613,22.431466,"Hong Kong",1990,5,21,"cudc,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175945","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476711501","R-175945","ASIA","whole animal (ethanol)","New Territories","Kadoorie Agricultural Research Center,210m",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.953259,22.266971,"Hong Kong",1990,8,5,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175942","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476711498","R-175942","ASIA","whole animal (ethanol)",NA,"Lantau",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.92,22.306782,"Hong Kong",1990,8,24,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175943","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476711499","R-175943","ASIA","whole animal (ethanol)",NA,"Chek Lap Kok, Fu Tei Wan",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",112.533,23.1667,"Guangdong",1987,4,14,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172042","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476730701","R-172042","ASIA","whole animal (ethanol)",NA,"China,Guangdong,Dinghushan [VERBATIM ELEVATION:220m]",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",114.377343,22.409717,"Hong Kong",1985,7,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172984","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476709213","R-172984","ASIA","whole animal (ethanol)",NA,"Tai Long Wan",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.989091,22.194916,"Hong Kong",1971,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173534","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476499771","R-173534","ASIA","whole animal (ethanol)",NA,"Shek Kwu Chau",NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",114.109483,22.396436,"Hong Kong",1941,2,20,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543720671","13685","ASIA","Alcohol",NA,"Hong Kong","PhysicalObject",NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",117.11667,24.28333,"Guangdong Province",1936,6,1,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23867","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145550895","MVZ:Herp:23867","ASIA","whole organism",NA,"Mei-Hsien [=Ka-Yang, Moejen], E Kwantung Prov.",NA,520,0
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",116.65,23.36667,"Guangdong Province",1936,7,1,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23868","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145550853","MVZ:Herp:23868","ASIA","whole organism",NA,"Swatow, E Kwantung Prov.",NA,50,0
"9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.38333,22.91667,"Guangdong Sheng",1898,NA,NA,"cudc,colmano","http://portal.vertnet.org/o/smns/herpetologie?id=2722","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","621067805","2722",NA,NA,NA,"Guangdong Sheng","PhysicalObject",NA,NA
"1c5c3e48-7fc0-4d4f-96e6-c4df2c747f34","PRESERVED_SPECIMEN","PRESENT","Boiga multomaculata",113.383331,22.91667,NA,1898,NA,NA,"cdround,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1830940384","SMNS-Z-HE-0002722 / 473048 / SMNS-Z-HE-0002722",NA,NA,NA,NA,NA,NA,NA
