"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Sphenomorphus tritaeniatus",105.640774,21.455099,"Vinh Phuc",2013,6,4,"","https://www.inaturalist.org/observations/2588507","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058699309","2588507",NA,NA,NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Sphenomorphus tritaeniatus",105.9636,23.1223,"Guangxi",2004,9,24,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","687010251","291935","ASIA","tissue - 100; ETOH - 1","Jing Xin","Provincial Nature Reserve, Camp site"
