"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","catalogNumber","locality","gbifID"
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Dendrelaphis philippinensis",102.23887,22.38058,"ASIA","Dien Bien",2011,4,12,"gass84,colmafu","http://creativecommons.org/licenses/by/4.0/legalcode","ETOH - 1; tissue - 100","WGS84","331695","Sin Thau Village, Muong Nhe Nature Reserve, Camp 2 (Exact Coordinates Not Taken)","687013890"
