"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","elevation","elevationAccuracy","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","county","gbifID","catalogNumber","locality","type"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",122,21,120,0,"ASIA","Cagayan Valley Region",1988,3,8,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173403","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","Batanes Province","476708639","R-173403","Luzon Strait, Batan, Sitio Nacamaya",NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",122,20.4625,150,0,"ASIA","Batan Island Group",1985,5,30,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Batanes Province","1321389930","USNM 266613","Batan Island, ca. 2.5 km ENE of Basco, west slope of Mt. Iraya","PhysicalObject"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",122,20.47,150,0,"ASIA","Batan Island Group",1985,6,7,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Batanes Province","1318516391","USNM 266617","Batan Island, 3 km ENE of Basco, on west slope of Mt. Iraya","PhysicalObject"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",121.93,20.35,NA,NA,"ASIA","Batan Island Group",1985,6,2,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Batanes Province","1319536901","USNM 266614","Batan Island, San Antonio, Song Song Bay area","PhysicalObject"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",121.875,20.3292,NA,NA,"ASIA","Batan Island Group",1985,6,4,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Batanes Province","1320246016","USNM 266636","Sabtang Island, vicinity of Sabtang, Sabtang Municipality","PhysicalObject"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Trimeresurus flavomaculatus",121.987,20.4694,NA,NA,"ASIA","Batan Island Group",1985,6,3,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Ethanol","WGS84","Batanes Province","1321513349","USNM 266615","Batan Island, NE of Basco, Mohongan","PhysicalObject"
