"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Tropidophorus berdmorei",100.975307888889,21.88027797914,"ASIA","Yunnan Province",1988,8,8,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:209424","http://creativecommons.org/publicdomain/zero/1.0/legalcode","whole organism","WGS84","1145518334","MVZ:Herp:209424","Primary Forest Area A, between km 51 and 52 on road to Menglung from Menyang"
