"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","county","locality","gbifID","catalogNumber"
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Brachymeles cobos",124.2925,23.6537,"ASIA","Catanduanes Province",2005,12,18,"cucdmis,gass84,colmafu","http://creativecommons.org/licenses/by/4.0/legalcode","ETOH - 1","WGS84","Municipality of San Miguel","Barangay San Roque","687009388","306311"
