"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","year","month","day","issues","license","geodeticDatum","gbifID"
"84a649ce-ff81-420d-9c41-aa1de59e3766","HUMAN_OBSERVATION","PRESENT","Notoscincus butleri",116.77472,20.80255,2018,6,9,"","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1917025026"
