"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","county","locality","gbifID","catalogNumber"
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Opisthotropis durandi",101.9011,21.3288,"ASIA","Phongsali",2012,10,24,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80739","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Boun Tai","Nam Lan Conservation Area, Ban Na Ten Village, Houay Nong Nyow","895453954","80739"
