"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","type","catalogNumber","locality"
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Dibamus bogadeki",113.987554,22.195351,"ASIA","Hong Kong",1999,7,2,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-012715","http://creativecommons.org/publicdomain/zero/1.0/legalcode","10% form.->70% alc.; CT Scan","WGS84","1039471778","PhysicalObject","YPM HERR 012715","just north of Yen house"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Dibamus bogadeki",114.05088,22.261461,"ASIA","Hong Kong",1996,7,8,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181758","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476657295",NA,"R-181758","Chau Kung To, Sunshine Island"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Dibamus bogadeki",113.989156,22.19529,"ASIA","Hong Kong",1994,5,20,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-179502","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476497269",NA,"R-179502","Hong Kong:Shek Kwu Chau,Chee House"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Dibamus bogadeki",113.990717,22.195082,"ASIA","Hong Kong",1992,8,22,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-177136","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476699186",NA,"R-177136","Shek Kwu Chau,Bungalo"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Dibamus bogadeki",114.038177,22.250707,"ASIA","Hong Kong",1987,4,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172041","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol); tissue (95% ethanol)","WGS84","476730700",NA,"R-172041","Hei Ling Chau"
