"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","license","preparations","geodeticDatum","locality","gbifID","type","catalogNumber"
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Acanthosaura capra",106.4775,21.212222,"ASIA","Hia Duong",1997,10,6,"cdround,gass84,osiic,incomis,inmafu","http://creativecommons.org/licenses/by-nc/4.0/legalcode","Whole specimen (ETOH)","WGS84","Chi Linh vicinity; Hoang Hua Tham Village","1211746440","PhysicalObject","32168"
