"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",100.712692,22.23948,"Yunnan",2019,4,16,"cdround","https://www.inaturalist.org/observations/22561255","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236896088","22561255",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",101.276274,21.92191,"Yunnan",2018,6,7,"cdround","https://www.inaturalist.org/observations/13253754","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1850942107","13253754",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",106.990566,20.795316,"H<U+1EA3>i Phong",2017,4,24,"","https://www.inaturalist.org/observations/5947939","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044594314","5947939",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",100.860787,22.167483,"Yunnan",2017,8,17,"cdround","https://www.inaturalist.org/observations/39571021","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2576473264","39571021",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",107.066622,20.821182,"H<U+1EA3>i Phong",2016,5,20,"cdround","https://www.inaturalist.org/observations/31655719","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397601693","31655719",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Varanus salvator",101.271409,21.9193,"Yunnan",2014,1,7,"","https://www.inaturalist.org/observations/104748565","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456605788","104748565",NA,NA,NA,NA,NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Varanus salvator",121.875,20.3292,"Batan Island Group",1985,6,4,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1317691627","USNM 266631","ASIA","Ethanol","Batanes Province","Sabtang Island, vicinity of Sabtang, Sabtang Municipality","PhysicalObject"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Varanus salvator",103.17,22.07,"Lai Chau",1924,5,20,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1318293711","USNM 68125","ASIA","Ethanol; Dry",NA,"Lai Chau, 27 km WSW of","PhysicalObject"
