"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","continent","stateProvince","year","month","day","issues","references","license","preparations","geodeticDatum","gbifID","catalogNumber","locality"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Carlia beccarii",127.032654,37.543381,"ASIA","Gyeonggi Province",1908,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-33537","http://creativecommons.org/licenses/by-nc/4.0/legalcode","whole animal (ethanol)","WGS84","476493224","R-33537","Kei Jo"
