"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pseudocalotes brevipes",106.987455,20.794572,"H<U+1EA3>i Phong",2022,5,16,"cdround","https://www.inaturalist.org/observations/117273681","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784987191","117273681",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pseudocalotes brevipes",104.271667,21.775,"Yen Bai",2018,6,11,"","https://www.inaturalist.org/observations/17460384","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978418885","17460384",NA,NA,NA,NA,NA
